borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes
BK,188,1202,,,,,,,,,,,,110 HOYT STREET,,,,,,,,,,,,R6,02,0,X,,,4270,164,819,0,0,164,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001881202,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1190,1017,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1002,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901017,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,7352,1001,,,,,,,,,,,,2590 OCEAN AVENUE,,,,,,,,,,,,R5,05,0,X,,,30101,3339,0,0,0,0,0,0,3339,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3073521001,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,121,1015,302,15,1004,13,33,11201,L118,84,1100,3,1B,35 DUFFIELD STREET,,,,,,,,,,,,R4,03,0,X,,,7332,0,978,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001211015,,0015,988746,193273,40.6971653282348,-73.9837860810604,,,302 033,30103,,,,2,20v2,02,36,,,,,,,,,,,,,
BK,1224,1506,308,221,2002,17,35,11238,E219,77,2900,3,1A,679 FRANKLIN AVENUE,,,,,,,,,,,,R1,02,0,X,,,7294,0,507,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3012241506,,0221,996458,185309,40.6752986957362,-73.9559887387165,,,307 015,30501,,,,2,20v2,08,32,,,,,,,,,,,,,
BK,783,1101,307,78,2000,15,38,11220,E201,72,6500,3,3C,4907 4TH AVENUE,,,,,,,,,,,,RB,05,0,X,,,20850,2465,0,2465,0,0,0,0,0,2,,,0,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3007831101,,0078,980940,174857,40.646618060522,-74.0119278054431,,,306A019,30306,,,,2,20v2,07,39,,,,,,,,,,,,,
MN,2006,1176,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,628,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061176,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
QN,52,1260,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,RG,10,0,X,,,153,153,0,0,0,153,0,0,0,2,,,0,1,,,,,,0,N,5,5,0,0,0,0,0,0,,,,0,0,0,4,4000521260,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1079,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,1034,0,1034,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721079,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,2883,1203,,,,,,,,,,,,210 JACKSON STREET,,,,,,,,,,,,R1,02,0,X,,,4998,0,1067,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3028831203,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,1536,1213,,,,,,,,,,,,45-16 83RD STREET,,,,,,,,,,,,R4,03,0,X,,,233805,0,838,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015361213,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,52,1220,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,650,0,650,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000521220,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1190,1026,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,1482,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901026,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,5099,1127,314,510.02,2000,22,40,11226,L147,70,7210,3,1B,15 EAST 19TH STREET,,,,,,,,,,,,R4,03,0,X,,,925,0,925,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3050991127,,051002,994851,175874,40.649403778894,-73.96179699436,,,310A061,31602,,,,2,20v2,14,35,,,,,,,,,,,,,
QN,72,1077,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,676,0,676,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721077,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,1540,1139,404,485,2001,24,25,11373,E287,110,1410,4,1E,81-05 QUEENS BOULEVARD,,,,,,,,,,,,R4,03,0,X,,,881,0,881,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4015401139,,0485,1016928,208203,40.7380853657963,-73.8820809615542,,,409 028,40905,,,,2,20v2,04,42,,,,,,,,,,,,,
MN,1182,1220,107,159,3003,03,6,10023,L035,20,3900,1,1B,350 W 71ST STREET,,,,,,,,,,,,R4,03,0,X,,,36505,0,1012,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1011821220,,0159,987886,223327,40.7796564975321,-73.9868712537427,,,106W013,10407,,,,2,20v2,07,15,,,,,,,,,,,,,
BK,299,1301,,,,,,,,,,,,81 WARREN STREET,,,,,,,,,,,,R1,02,0,X,,,2960,0,1992,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,1,0,0,0,0,0,0,,,,0,0,0,3,3002991301,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1954,1108,109,213.03,4001,05,9,10027,E037,26,1100,1,2B,17 CONVENT AVENUE,,,,,,,,,,,,R4,03,0,X,,,30737,0,1065,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1019541108,,021303,997291,235545,40.813182712312,-73.9528882741592,,,107N097,10706,,,,2,20v2,09,16,,,,,,,,,,,,,
BK,108,1202,,,,,,,,,,,,171 CONCORD STREET,,,,,,,,,,,,R1,02,0,X,,,6020,0,662,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001081202,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,6580,1407,311,434,3000,21,44,11204,E330,62,8521,3,6D,1430 WEST 4TH STREET,,,,,,,,,,,,R4,03,0,X,,,11139,0,791,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3065801407,,0434,990184,161971,40.6112473384451,-73.9786277655798,,,313 070,32002,,,,2,20v2,11,37,,,,,,,,,,,,,
BK,1190,1053,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,583,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901053,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,428,1501,,,,,,,,,,,,341 UNION STREET,,,,,,,,,,,,R1,02,0,X,,,3500,0,1064,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3004281501,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,52,1240,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,586,0,586,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000521240,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1047,1303,307,141,3002,15,39,11215,E239,72,4700,3,2C,158 15TH STREET,,,,,,,,,,,,R1,02,0,X,,,515,0,515,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3010471303,,0141,986652,182023,40.6662874528657,-73.991341680581,,,306 022,30404,,,,2,20v2,07,39,,,,,,,,,,,,,
BK,1179,1024,308,215,4000,13,35,11238,E280,77,2720,3,1B,856 WASHINGTON AVENUE,,,,,,,,,,,,R2,02,0,X,,,2956,0,2956,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011791024,,0215,994481,184291,40.6725070204213,-73.9631175981994,,,306 057,30408,,,,2,20v2,08,36,,,,,,,,,,,,,
BK,6230,1116,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,R4,03,0,X,,,749,0,749,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301116,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
BK,6230,1122,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,R4,03,0,X,,,771,0,771,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301122,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
BK,6230,1147,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,R4,03,0,X,,,928,0,928,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301147,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
QN,72,1156,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,475,0,475,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721156,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,3215,1003,304,393,1000,32,34,11221,E217,83,3200,3,1A,557 HART STREET,,,,,,,,,,,,R4,03,0,X,,,17902,0,641,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032151003,,0393,1003792,193270,40.6971366593337,-73.9295257339768,,,309 002,31103,,,,2,20v2,04,34,,,,,,,,,,,,,
MN,1516,1224,108,148.02,2001,02,5,10128,L013,19,3600,1,5B,180 EAST 88TH STREET,,,,,,,,,,,,R4,03,0,X,,,1415,0,1415,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1015161224,,014802,997115,223466,40.7800294009363,-73.9535472294351,,,108S024,10514,,,,2,20v2,08,13,,,,,,,,,,,,,
BK,161,1173,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,1164,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611173,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
BK,1153,1503,308,205,2001,13,35,11238,E219,77,2710,3,1B,351 PROSPECT PLACE,,,,,,,,,,,,R1,02,0,X,,,5879,0,830,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011531503,,0205,994023,185953,40.6770693534525,-73.9647662622979,,,306 052,30407,,,,2,20v2,08,36,,,,,,,,,,,,,
BK,1122,1002,308,203,2000,13,35,11238,E219,77,2710,3,1B,16 UNDERHILL AVENUE,,,,,,,,,,,,R1,02,0,X,,,4823,0,1116,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011221002,,0203,993969,187254,40.680640363054,-73.9649590674682,,,306 051,30407,,,,2,20v2,08,36,,,,,,,,,,,,,
BK,161,1149,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,1161,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611149,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
MN,1496,1106,,,,,,,,,,,,1010 PARK AVENUE,,,,,,,,,,,,R4,03,0,X,,,3881,0,3881,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1014961106,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,165,1230,302,37,1011,15,33,11201,L110,84,2400,3,2B,211 SCHERMERHORN STREET,,,,,,,,,,,,R4,03,0,X,,,1168,0,1168,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001651230,,0037,988321,190289,40.6889751441305,-73.9853205613244,,,302 023,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
QN,4972,1362,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,710,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721362,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
BK,6230,1109,311,268,2003,20,44,11214,L168,62,8300,3,2E,7516 BAY PARKWAY,,,,,,,,,,,,R4,03,0,X,,,760,0,760,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3062301109,,0268,987576,160765,40.6079384787317,-73.9880214816232,,,312 073,31902,,,,2,20v2,11,31,,,,,,,,,,,,,
QN,4972,1337,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1096,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721337,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
MN,2006,1110,110,228,1000,05,9,10030,E059,32,1000,1,3B,2351 ADAM CLAYTON POWELL JR. BLVD,,,,,,,,,,,,R4,03,0,X,,,155355,0,632,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1020061110,,0228,1000290,236832,40.816710230544,-73.9420510577378,,,111S026,10708,,,,2,20v2,10,11,,,,,,,,,,,,,
BK,1162,1304,308,305,4002,17,35,11238,E219,77,2710,3,1A,496498 PROSPECT PLACE,,,,,,,,,,,,R1,02,0,X,,,7229,0,1131,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011621304,,0305,995305,185434,40.6756433074981,-73.9601452323171,,,306 056,30407,,,,2,20v2,08,36,,,,,,,,,,,,,
QN,4972,1382,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1080,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721382,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,48,1029,402,7,3004,30,26,11101,L115,108,720,4,3B,46-20 11 STREET,,,,,,,,,,,,R4,03,0,X,,,620,0,620,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,4,4000481029,,0007,997877,211067,40.7459962027938,-73.9508209455143,,,401 014,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1190,1041,309,213,3001,17,35,11225,E280,71,2720,3,1A,12 CROWN STREET,,,,,,,,,,,,R4,03,0,X,,,94596,0,638,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011901041,,0213,995096,182377,40.6672527865183,-73.9609036242801,,,307 051,30408,,,,2,20v2,09,36,,,,,,,,,,,,,
BK,637,1202,,,,,,,,,,,,208 19TH STREET,,,,,,,,,,,,R6,02,0,X,,,4973,0,1351,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3006371202,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,695,2314,,,,,,,,,,,,514 WEST 24TH STREET,,,,,,,,,,,,R4,03,0,X,,,46793,0,4512,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1006952314,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,161,1124,302,37,1000,15,33,11201,E207,84,2400,3,2B,10 NEVINS STREET,,,,,,,,,,,,R4,03,0,X,,,161880,0,428,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001611124,,0037,989403,190086,40.6884173919615,-73.9814191807965,,,302 026,30104,,,,2,20v2,02,38,,,,,,,,,,,,,
QN,4972,1451,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1081,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721451,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
MN,1954,1109,109,213.03,4001,05,9,10027,E037,26,1100,1,2B,17 CONVENT AVENUE,,,,,,,,,,,,R4,03,0,X,,,30737,0,1051,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1019541109,,021303,997291,235545,40.813182712312,-73.9528882741592,,,107N097,10706,,,,2,20v2,09,16,,,,,,,,,,,,,
MN,1182,1226,107,159,3003,03,6,10023,L035,20,3900,1,1B,350 W 71ST STREET,,,,,,,,,,,,R4,03,0,X,,,36505,0,1012,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1011821226,,0159,987886,223327,40.7796564975321,-73.9868712537427,,,106W013,10407,,,,2,20v2,07,15,,,,,,,,,,,,,
QN,620,1022,401,65.01,2002,30,22,11102,E262,114,400,4,4E,2503 32 STREET,,,,,,,,,,,,R4,03,0,X,,,492,0,492,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4006201022,,006501,1007087,219689,40.7696423915903,-73.9175533173964,,,402 037,40202,,,,2,20v2,01,41,,,,,,,,,,,,,
MN,2081,1402,109,233,2000,06,7,10031,L034,30,620,1,3A,558 W 150TH STREET,,,,,,,,,,,,R1,02,0,X,,,7466,0,1135,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,2,0,0,0,0,0,0,,,,0,0,0,1,1020811402,,0233,998838,241306,40.8289926082597,-73.947287081878,,,111N056,10710,,,,2,20v2,09,17,,,,,,,,,,,,,
MN,1594,1019,110,186,2001,03,9,10026,E058,28,2400,1,1B,10 LENOX AVENUE,,,,,,,,,,,,R4,03,0,X,,,692,0,692,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1015941019,,0186,997613,230200,40.7985116815553,-73.9517356609256,,,107N061,10601,,,,2,20v2,10,11,,,,,,,,,,,,,
MN,1072,1299,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1484,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721299,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
MN,1072,1285,104,129,2007,02,3,10036,E054,18,4500,1,3B,505 WEST 43RD STREET,,,,,,,,,,,,R4,03,0,X,,,178000,0,1880,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1010721285,,0129,985505,216498,40.7609133302487,-73.9954697634924,,,105N040,10405,,,,2,20v2,04,15,,,,,,,,,,,,,
BK,121,1020,302,15,1004,13,33,11201,L118,84,1100,3,1B,35 DUFFIELD STREET,,,,,,,,,,,,R4,03,0,X,,,7332,0,823,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3001211020,,0015,988746,193273,40.6971653282348,-73.9837860810604,,,302 033,30103,,,,2,20v2,02,36,,,,,,,,,,,,,
QN,4972,1336,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1129,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721336,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
MN,90,1410,,,,,,,,,,,,25 PARK ROW,,,,,,,,,,,,R4,03,0,X,,,3580,,,,,,,,,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1000901410,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,2081,1407,109,233,2000,06,7,10031,L034,30,620,1,3A,558 W 150TH STREET,,,,,,,,,,,,R1,02,0,X,,,7466,0,1191,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,2,0,0,0,0,0,0,,,,0,0,0,1,1020811407,,0233,998838,241306,40.8289926082597,-73.947287081878,,,111N056,10710,,,,2,20v2,09,17,,,,,,,,,,,,,
BK,5099,1115,314,510.02,2000,22,40,11226,L147,70,7210,3,1B,15 EAST 19TH STREET,,,,,,,,,,,,R4,03,0,X,,,714,0,714,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3050991115,,051002,994851,175874,40.649403778894,-73.96179699436,,,310A061,31602,,,,2,20v2,14,35,,,,,,,,,,,,,
BK,1412,1319,309,333,1000,17,35,11213,E234,71,4900,3,1B,601 CROWN STREET,,,,,,,,,,,,R2,02,0,X,,,24800,0,920,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3014121319,,0333,1001360,181879,40.6658759979563,-73.9383251692648,,,307 059,30507,,,,2,20v2,09,32,,,,,,,,,,,,,
QN,72,1086,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,674,0,674,0,0,0,0,0,0,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721086,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,72,1039,402,19,1073,30,26,11101,L115,108,720,4,3B,22-18 JACKSON AVE,,,,,,,,,,,,R4,03,0,X,,,657,67,590,0,0,0,0,0,67,2,,,1,1,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000721039,,0019,998958,210638,40.7448169736303,-73.9469206181361,,,401 021,40102,,,,2,20v2,02,41,,,,,,,,,,,,,
QN,4972,1389,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,1164,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721389,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
QN,4972,1410,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-27 39TH AVENUE,,,,,,,,,,,,R2,02,0,X,,,442774,0,666,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4049721410,,0871,1030349,216061,40.7595937860498,-73.8335973219025,,,411 001,42501,,,,2,20v2,07,43,,,,,,,,,,,,,
BK,1788,1604,,,,,,,,,,,,548 LAFAYETTE AVENUE,,,,,,,,,,,,R1,02,0,X,,,9963,0,691,0,0,0,0,0,0,2,,,1,1,,,,,,3,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3017881604,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,52,1244,402,7,1000,30,26,11101,L115,108,720,4,2A,11-12 44TH DRIVE,,,,,,,,,,,,R4,03,0,X,,,665,0,665,0,0,0,0,0,0,2,,,1,1,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4000521244,,0007,998335,211861,40.74817481537,-73.9491663875009,,,401 019,40101,,,,2,20v2,02,41,,,,,,,,,,,,,
BK,1774,1005,303,253,3001,13,36,11216,L102,79,1800,3,1A,627 DEKALB AVENUE,,,,,,,,,,,,R4,03,0,X,,,651,0,651,0,0,0,0,0,0,2,,,1,1,,,,,,1,N,5,5,0,0,0,0,0,0,,,,0,0,0,3,3017741005,,0253,997857,191279,40.6916829422739,-73.9509331261655,,,303 062,30609,,,,2,20v2,03,36,,,,,,,,,,,,,
