bbl,newbldgarea,oldbldgarea,difference
3069197507,8213,000009648,1435
1000977501,8802,000010236,1434
3032227501,11948,000013381,1433
1010567501,19222,000020655,1433
1004277505,12944,000014376,1432
3034377504,4812,000006244,1432
2023407501,36449,000037880,1431
3027777501,7819,000009250,1431
3031137501,127452,000128882,1430
1012287503,20377,000021807,1430
4068017506,8763,000010190,1427
3056217505,4489,000005916,1427
3056217506,4492,000005916,1424
3011027506,5583,000007007,1424
3022637504,14419,000015840,1421
3061387501,7685,000009105,1420
3022667505,6988,000008402,1414
3021137502,9453,000010865,1412
3058537502,8844,000010255,1411
3012067502,11291,000012700,1409
3024287501,10843,000012250,1407
3054367501,8359,000009765,1406
3055937512,7082,000008483,1401
3003497501,4400,000005800,1400
4032937501,105462,000106862,1400
4017757504,17701,000019100,1399
3057127501,3695,000005092,1397
1012437501,171602,000172997,1395
3072637501,4521,000005915,1394
3017767501,4643,000006037,1394
3010537505,5257,000006650,1393
3010537504,5257,000006650,1393
3003217502,5732,000007125,1393
3010537506,5257,000006650,1393
3001207501,6784,000008174,1390
3010967502,4572,000005961,1389
4063087501,29383,000030771,1388
3033667501,43812,000045200,1388
3054267501,7600,000008988,1388
1019087503,3854,000005241,1387
1002307503,40485,000041871,1386
1002197506,14978,000016363,1385
3004087501,6052,000007436,1384
1005207502,4912,000006295,1383
3063707503,11424,000012806,1382
4017727501,3768,000005150,1382
3030547501,5819,000007200,1381
3054537501,4458,000005838,1380
3001937501,26861,000028241,1380
1014587504,7141,000008520,1379
3056937502,8646,000010024,1378
3056817501,8920,000010296,1376
3006497501,5372,000006747,1375
3056387501,7305,000008679,1374
3056647504,7176,000008550,1374
3025137501,6180,000007552,1372
3056357504,4999,000006370,1371
3072607504,5649,000007020,1371
3004677502,7735,000009106,1371
1010587502,8995,000010364,1369
3063977501,8365,000009734,1369
4014587501,42827,000044195,1368
3004477504,9194,000010562,1368
3074337503,1700,000003065,1365
3011777501,4336,000005700,1364
3054487503,7036,000008400,1364
3019707503,5251,000006612,1361
1004757501,15987,000017347,1360
1013757503,175527,000176887,1360
1012487501,3680,000005040,1360
3009867502,3785,000005143,1358
1016327501,6332,000007690,1358
3055107503,6791,000008149,1358
3054717503,5424,000006780,1356
3053507502,5488,000006844,1356
4006107501,7445,000008800,1355
3055037502,6953,000008308,1355
3053817504,7746,000009101,1355
3022177501,5051,000006406,1355
1005697503,56541,000057892,1351
1004197501,10420,000011769,1349
3006437507,5357,000006705,1348
4049557506,3052,000004400,1348
3015257501,4053,000005400,1347
3008267502,5463,000006809,1346
1012137502,5351,000006697,1346
3004167501,7947,000009291,1344
3021377501,7942,000009285,1343
3001857501,12724,000014067,1343
3068017504,4459,000005800,1341
3032297501,5322,000006662,1340
1014397502,32520,000033860,1340
1021307501,3391,000004731,1340
1001467504,12663,000014003,1340
1015787503,8661,000010000,1339
4005667501,13463,000014800,1337
1005227501,37427,000038763,1336
3030407502,4614,000005950,1336
3022377504,5965,000007300,1335
4006537501,5290,000006624,1334
3053627501,19640,000020974,1334
3022427506,7134,000008467,1333
3011737501,9428,000010759,1331
3022377507,5953,000007283,1330
3009987506,5970,000007299,1329
3074447502,5940,000007268,1328
3054807501,4304,000005632,1328
3001847502,2193,000003520,1327
1001357502,14910,000016237,1327
3067637501,7512,000008838,1326
3079917501,4475,000005800,1325
1020237502,4175,000005500,1325
3056497507,3577,000004900,1323
3021607502,9552,000010875,1323
3056247505,4752,000006075,1323
3056217507,4978,000006300,1322
3009597503,3680,000005000,1320
1015787502,14791,000016110,1319
3019677505,3891,000005210,1319
3056347506,10147,000011465,1318
3057527501,5682,000007000,1318
4049557509,2937,000004252,1315
3053817502,6410,000007724,1314
3056487503,4356,000005668,1312
4049557511,2940,000004252,1312
4049557510,2941,000004252,1311
3003507502,10006,000011315,1309
4049557507,2943,000004252,1309
3023947503,5929,000007237,1308
3072637502,4282,000005589,1307
3012707503,5048,000006355,1307
3068977501,2819,000004125,1306
1017207502,12144,000013448,1304
3004097502,4370,000005674,1304
3055937509,7096,000008400,1304
3009357502,2395,000003698,1303
3009647503,14055,000015358,1303
3057037501,2520,000003820,1300
1018207502,24655,000025955,1300
3022647512,15999,000017298,1299
4051217501,143801,000145100,1299
3004707504,5599,000006898,1299
4050117501,9952,000011250,1298
3002807503,10639,000011937,1298
3055927514,4697,000005995,1298
3025417501,4503,000005800,1297
4016177501,3906,000005200,1294
4016177502,3906,000005200,1294
3024567502,10684,000011976,1292
3003977504,5928,000007220,1292
3011527503,3957,000005248,1291
3070037501,7711,000009002,1291
4005497502,56979,000058269,1290
3004287505,5838,000007125,1287
1010547501,3806,000005092,1286
4049557508,2969,000004255,1286
4049557512,2972,000004255,1283
3054767502,3942,000005224,1282
3072127501,22062,000023343,1281
3057057501,3519,000004800,1281
3000367502,26247,000027526,1279
3056167501,6281,000007560,1279
3056507502,11016,000012295,1279
1021807502,12937,000014214,1277
3009377501,19474,000020750,1276
3008977501,4027,000005300,1273
3071447501,8913,000010184,1271
3028297503,5187,000006458,1271
3062627501,8938,000010208,1270
3056237506,4357,000005626,1269
3068967502,12960,000014229,1269
1005257502,11989,000013256,1267
1011267501,8442,000009708,1266
3009527501,3734,000005000,1266
3074337502,1800,000003065,1265
3060927502,9592,000010857,1265
3012147501,4259,000005523,1264
3010537502,2950,000004212,1262
3056987502,4338,000005600,1262
1017887502,10828,000012090,1262
3007867501,7559,000008820,1261
3027227501,50294,000051554,1260
3054437501,3780,000005040,1260
4009467502,10323,000011580,1257
3027207501,4683,000005934,1251
3056217508,5051,000006300,1249
3018327501,3844,000005093,1249
1004947502,16659,000017907,1248
4054597502,10515,000011762,1247
3029177501,7206,000008452,1246
3060867502,7827,000009072,1245
3022387502,4835,000006080,1245
1019447501,11475,000012720,1245
3028337502,5631,000006875,1244
3056237503,3077,000004320,1243
3056487502,6343,000007585,1242
3019827501,5040,000006280,1240
3015277501,5814,000007054,1240
3004097503,7082,000008322,1240
3061317501,5381,000006620,1239
3056637501,5093,000006330,1237
3024887501,5483,000006720,1237
3074117501,11923,000013160,1237
3008857501,5556,000006792,1236
3055927516,4759,000005995,1236
3063717502,10365,000011600,1235
3068757501,10565,000011800,1235
3012277501,4383,000005616,1233
1018077501,8512,000009745,1233
1011287502,7394,000008625,1231
3013287501,1872,000003102,1230
1005257503,26318,000027548,1230
3054657504,3890,000005120,1230
1005947502,6249,000007475,1226
1003847504,9083,000010309,1226
3054477501,3720,000004946,1226
3053817503,8184,000009410,1226
3028667502,5667,000006892,1225
3054367502,5095,000006318,1223
1002197504,65921,000067144,1223
1001907507,7177,000008400,1223
3009487501,13938,000015160,1222
3022347506,7140,000008362,1222
4000777502,4280,000005500,1220
3064157501,9658,000010876,1218
3007577502,6285,000007500,1215
3007577501,6286,000007500,1214
3022317501,8556,000009767,1211
1020797501,10789,000012000,1211
3057697502,11386,000012597,1211
3022377509,6152,000007362,1210
3017717502,5665,000006875,1210
3055927502,5294,000006500,1206
3010857504,4265,000005470,1205
3064437501,8768,000009972,1204
3022407515,4169,000005373,1204
1018757501,134422,000135625,1203
3009447503,4918,000006118,1200
1004857502,23372,000024572,1200
1011287501,8010,000009210,1200
1012137506,9997,000011195,1198
3021527502,5272,000006469,1197
1005187503,8528,000009725,1197
3054767501,3876,000005070,1194
1017547502,7966,000009160,1194
1012257502,3142,000004335,1193
3010677503,3744,000004935,1191
3009197501,8106,000009294,1188
1019057501,6970,000008155,1185
3062767501,7890,000009073,1183
3010817504,3565,000004748,1183
1008857504,15367,000016550,1183
3003897502,4005,000005187,1182
3008407501,5214,000006395,1181
3057117501,8420,000009600,1180
3008107501,7313,000008490,1177
3056217504,5037,000006213,1176
3056217503,5037,000006213,1176
3083807501,4478,000005654,1176
1012117501,7863,000009039,1176
3023837502,7145,000008321,1176
3055027503,9673,000010848,1175
1010707501,27410,000028585,1175
3054707501,10728,000011903,1175
1008007502,30175,000031350,1175
3018867505,8909,000010080,1171
3002807501,67159,000068330,1171
3056497503,6480,000007650,1170
4050417503,6390,000007560,1170
1015527503,6806,000007976,1170
3023837504,4215,000005383,1168
3030427504,8301,000009467,1166
3009397502,76245,000077411,1166
3024057502,5844,000007009,1165
3017547505,28244,000029408,1164
1019027504,8037,000009200,1163
3054727503,6925,000008088,1163
3054887501,6710,000007872,1162
3022377517,11203,000012364,1161
3009827501,4640,000005801,1161
3056287501,7966,000009120,1154
4015177501,6347,000007500,1153
3054767503,3888,000005041,1153
1002307506,26002,000027154,1152
1012457502,5241,000006391,1150
3057057506,4051,000005200,1149
3056637502,3812,000004960,1148
3056427501,4844,000005992,1148
3055767501,14215,000015360,1145
1015517501,7201,000008345,1144
4022647502,7076,000008220,1144
4000297501,5311,000006454,1143
3056287510,4258,000005398,1140
2030837501,13060,000014200,1140
3011547502,3536,000004676,1140
4098327501,10284,000011424,1140
3005757501,4336,000005475,1139
4068017502,9748,000010886,1138
3027217501,18545,000019682,1137
3009607501,7209,000008345,1136
3025397502,9981,000011116,1135
4019857501,4743,000005875,1132
3022407510,5070,000006201,1131
3022407517,6009,000007140,1131
3018077501,4467,000005596,1129
1004407501,6528,000007656,1128
3026217502,6529,000007657,1128
3019797502,18119,000019247,1128
3067977501,4575,000005700,1125
3011027505,11932,000013057,1125
1004607502,27445,000028569,1124
3023137501,11311,000012434,1123
5043127501,24230,000025352,1122
3004037506,4978,000006099,1121
3066027503,6857,000007976,1119
3053947504,5058,000006177,1119
3019637501,2194,000003312,1118
3006377502,4339,000005457,1118
1013627501,3883,000005000,1117
3030237505,8243,000009360,1117
3074057501,69586,000070702,1116
3003857502,5703,000006818,1115
3009477502,6035,000007150,1115
1005087501,18030,000019144,1114
3087827501,4782,000005896,1114
3009497505,4236,000005349,1113
1007187501,146020,000147133,1113
3022307502,12005,000013117,1112
3056567504,3255,000004367,1112
1020237505,4790,000005900,1110
4050427502,13168,000014278,1110
4053107501,16103,000017213,1110
1019167502,3171,000004280,1109
3032837501,2776,000003883,1107
3022417532,6094,000007200,1106
3017897502,4658,000005763,1105
3022667507,7283,000008387,1104
3056647502,5407,000006510,1103
1021807503,67527,000068630,1103
1007517501,9538,000010641,1103
1016607502,4778,000005880,1102
3053837501,5836,000006936,1100
1002307501,22513,000023612,1099
3010857505,7019,000008117,1098
3056347501,21544,000022641,1097
3009467505,4281,000005377,1096
3022667503,7259,000008355,1096
3022667502,7259,000008355,1096
4006167501,5307,000006401,1094
3017547503,7860,000008951,1091
3054387501,6011,000007101,1090
3031577502,4100,000005189,1089
3054427504,6305,000007394,1089
4019907501,7462,000008550,1088
1005567501,25071,000026158,1087
1016337501,7028,000008115,1087
4161737501,97137,000098222,1085
3072937501,10419,000011504,1085
3009857503,3329,000004413,1084
1001757502,13319,000014403,1084
3022417508,7316,000008400,1084
3026227504,5721,000006804,1083
3073987501,9775,000010856,1081
5055317501,5133,000006213,1080
1012447501,19038,000020118,1080
3068637501,8441,000009520,1079
3059607502,14884,000015963,1079
1013977502,4973,000006052,1079
3056377503,7546,000008624,1078
3009317501,6563,000007640,1077
5046687501,8213,000009290,1077
3053947502,4005,000005080,1075
3057597502,9113,000010187,1074
3071037501,12776,000013850,1074
4068977502,32453,000033527,1074
3055927511,5426,000006498,1072
1002837501,9584,000010656,1072
1004737504,7650,000008721,1071
3073257502,11471,000012542,1071
1010607501,8304,000009375,1071
1001337501,29167,000030237,1070
3022667501,7285,000008355,1070
3010727501,5354,000006420,1066
1005217503,10149,000011214,1065
3074057502,5596,000006660,1064
4114587501,12376,000013440,1064
3056967504,4918,000005980,1062
3053947503,4018,000005080,1062
5002257501,23192,000024253,1061
2032617501,20800,000021861,1061
1016437501,8894,000009954,1060
3027427501,7584,000008643,1059
1013887503,7057,000008116,1059
3067387501,10123,000011181,1058
1011177501,10519,000011575,1056
1004797501,5534,000006585,1051
1008237504,9647,000010697,1050
3019707504,4201,000005250,1049
3048007501,11974,000013021,1047
1002827501,22236,000023283,1047
3054177501,3922,000004968,1046
3022667511,9308,000010353,1045
3056557501,7307,000008352,1045
3011517501,3958,000005000,1042
3023877501,15180,000016222,1042
3066227501,21120,000022160,1040
1020807501,3174,000004214,1040
3028667501,14930,000015969,1039
3020137502,11904,000012942,1038
3009517504,4599,000005636,1037
3021837501,17823,000018860,1037
3056417504,3964,000005000,1036
3056417503,3964,000005000,1036
3055887504,5239,000006274,1035
3055887505,5239,000006274,1035
3020747503,5625,000006659,1034
3063387501,3166,000004200,1034
3019147507,19708,000020741,1033
3050307501,4318,000005350,1032
3021197501,3520,000004551,1031
1004147501,6790,000007820,1030
3009527503,5846,000006875,1029
3019667502,8252,000009280,1028
3064137503,8492,000009520,1028
3055937506,4072,000005100,1028
3056707503,4109,000005136,1027
3055887506,5102,000006128,1026
3004497503,6950,000007976,1026
3006467501,9054,000010080,1026
3026237501,6399,000007425,1026
1006327502,28569,000029595,1026
1002977501,9275,000010299,1024
3009527502,5853,000006875,1022
3021997501,5787,000006809,1022
1001727505,25166,000026186,1020
3019267503,7105,000008125,1020
3064017502,9351,000010371,1020
3057547501,3719,000004739,1020
3057137501,3874,000004893,1019
1020537501,5466,000006483,1017
3017477502,5974,000006990,1016
3008507504,4329,000005344,1015
3021537505,7262,000008276,1014
1020237501,4175,000005189,1014
3009627501,4586,000005600,1014
3057597501,5911,000006925,1014
3016447502,4111,000005125,1014
3054177502,4256,000005270,1014
3025047502,5073,000006087,1014
3054917503,3947,000004960,1013
4049777503,74390,75402,1012
3033107501,7488,000008500,1012
3053797502,4188,000005200,1012
3056907502,3142,000004152,1010
2034327503,109944,000110952,1008
4162337501,88404,000089412,1008
4050417501,2863,000003870,1007
3073257505,8662,000009666,1004
3022407506,3752,000004755,1003
3019417501,39106,000040106,1000
3020167502,7193,000008193,1000
4013497501,30828,000031828,1000
3003377501,5600,000006600,1000
1008437501,52396,000053396,1000
3008977502,5512,000006511,999
3044527502,63199,000064197,998
1008487505,93291,000094289,998
3044527501,63199,000064197,998
1004587502,8577,000009574,997
3010947502,4581,000005577,996
3086637501,4996,000005992,996
3053967504,3505,000004500,995
3026847501,5007,000006000,993
2057877501,9115,000010108,993
4015147501,4316,000005307,991
3076387502,4771,000005760,989
3088127502,4979,000005968,989
3013767501,7147,000008136,989
3062247501,7966,000008954,988
3019467501,2807,000003794,987
1002927501,8727,000009714,987
5024507514,117664,000118650,986
3062237501,5255,000006240,985
1008247501,18377,000019362,985
3054657503,4135,000005120,985
3002757503,7562,000008546,984
1016457501,6572,000007555,983
1005767503,37683,000038665,982
3022667509,9208,000010187,979
3056707504,4155,000005133,978
3009327504,4143,000005120,977
3023187501,5934,000006910,976
3056247503,5047,000006023,976
4027967501,10709,000011685,976
1005887501,6507,000007482,975
3074577501,8888,000009862,974
3013947501,6780,000007752,972
3004037505,3428,000004400,972
3010977501,12380,000013352,972
2054877501,7408,000008378,970
3020907501,5983,000006952,969
3063827503,8778,000009747,969
3056567503,5158,000006127,969
3056567501,5158,000006127,969
3055937503,4132,000005100,968
3055937502,4132,000005100,968
5023607501,64096,000065064,968
3055937504,4132,000005100,968
1018907501,4082,000005050,968
3068207501,8534,000009500,966
3055927515,4627,000005592,965
3000557505,9229,000010194,965
3054337502,20230,000021195,965
1019047502,3858,000004822,964
3057687504,4086,000005050,964
1004617501,8296,000009260,964
3022407501,4023,000004986,963
3022667510,7394,000008355,961
3022667504,7394,000008355,961
4101357501,12240,000013200,960
3008507501,6976,000007932,956
3019617503,3718,000004674,956
3026447501,10390,000011345,955
3003617501,7676,000008630,954
3074417501,10555,000011508,953
3022667508,7389,000008340,951
3024007501,9160,000010111,951
1005727501,14106,000015056,950
4053307501,7370,000008320,950
1013897502,7046,000007996,950
1005957501,55667,000056614,947
3008077501,9142,000010089,947
3056107505,6015,000006960,945
3018977506,4885,000005830,945
3010357503,5790,000006735,945
1005737501,3800,000004744,944
1011467502,6286,000007229,943
3056217501,4086,000005028,942
3003327503,5020,000005955,935
3053647502,6467,000007400,933
3021017505,4515,000005446,931
3017897501,5274,000006204,930
3074147502,9121,000010050,929
1001757505,33563,000034491,928
1010377501,25672,000026600,928
3056567502,5199,000006127,928
3027567502,4242,000005169,927
3064117502,8594,000009520,926
3009697501,6094,000007020,926
3064137502,8311,000009236,925
3004357503,3040,000003964,924
1002157504,176493,000177414,921
3018077502,4105,000005026,921
4027347501,9695,000010614,919
3019777501,3120,000004039,919
3010297503,5605,000006523,918
3055887501,5102,000006018,916
4021167501,48581,000049495,914
1004897501,9337,000010249,912
3010797501,7522,000008434,912
3001927502,6230,000007141,911
3057647501,25872,000026782,910
4017627501,3990,000004900,910
3021857501,6288,000007196,908
3056717501,5293,000006200,907
3003977503,5390,000006295,905
3019597502,3096,000004000,904
1013627502,152211,000153114,903
3014297503,5261,000006164,903
1002097502,13054,000013957,903
4013047501,14807,000015709,902
1007987501,16679,000017580,901
4017817503,7019,000007920,901
4015307501,16441,000017340,899
3064257505,8196,000009094,898
1004977501,12180,000013078,898
4030577501,43573,000044470,897
3009757501,4311,000005208,897
3057127502,3695,000004591,896
3057127503,3695,000004591,896
3022377514,12539,000013435,896
3035217501,6705,000007600,895
1020077502,17507,000018402,895
3064597501,6672,000007566,894
3017857502,4055,000004949,894
3010297505,5497,000006390,893
3056717506,5951,000006843,892
1001797501,14368,000015260,892
3027547505,6369,000007260,891
1012507502,5936,000006826,890
3017857503,3434,000004324,890
1014247503,10004,000010893,889
3022207502,4310,000005198,888
1019307501,24342,000025230,888
1002127502,21516,000022404,888
3068987501,3212,000004100,888
3073577501,4153,000005040,887
3001937502,31719,000032605,886
5010737501,5415,000006300,885
3054067501,4833,000005717,884
3022627506,18406,000019289,883
1014587503,480871,000481754,883
3025977501,6979,000007860,881
3066687501,9016,000009896,880
3056717505,4776,000005655,879
1001807501,15421,000016300,879
3025417503,9323,000010201,878
3018377501,4097,000004975,878
3054537503,3960,000004836,876
3053967501,3578,000004452,874
3029167501,8031,000008905,874
3057517501,6813,000007686,873
3053967503,3579,000004452,873
3053967502,3579,000004452,873
3018987501,13960,000014833,873
3068537501,9220,000010092,872
1015847502,6895,000007765,870
3055987503,7531,000008400,869
3003907504,2732,000003600,868
3054327501,4820,000005687,867
3055987515,11632,000012498,866
3008147501,5333,000006199,866
3056857505,3510,000004374,864
3024837501,6925,000007788,863
3022047501,9090,000009949,859
3027447501,31912,000032770,858
3053187501,9187,000010044,857
3020037501,5863,000006720,857
3003067501,4800,000005656,856
3088057502,9323,000010179,856
3056137501,3104,000003960,856
3056717503,9365,000010220,855
3026247503,6001,000006855,854
3003797501,5475,000006326,851
3011407504,4857,000005708,851
3011407502,4856,000005707,851
3021367505,6999,000007850,851
3070267501,3400,000004250,850
3056037501,5651,000006500,849
1009127501,2484,000003332,848
3027407502,5243,000006090,847
3009987503,20752,000021599,847
3057667501,13454,000014301,847
3021697504,6836,000007680,844
3074687505,5758,000006600,842
3022357502,7628,000008470,842
3006037501,9719,000010560,841
3063337501,6720,000007560,840
3074377504,2716,000003556,840
1008587501,48917,000049756,839
3021377504,4881,000005720,839
3015897501,8111,000008950,839
3088047503,6305,000007144,839
1007967502,56442,000057280,838
3018887502,4735,000005572,837
3060567501,6980,000007816,836
3022357501,7634,000008470,836
3056237501,3514,000004350,836
4028207501,2287,000003122,835
3055927507,4676,000005508,832
3080107501,10570,000011402,832
3056037502,5670,000006500,830
1007927504,195190,000196020,830
3023587502,11852,000012680,828
3019297503,5096,000005924,828
3002747501,6718,000007545,827
3028337503,6173,000007000,827
3065907501,10974,000011800,826
3026227501,6174,000007000,826
3009457502,4988,000005813,825
3057687501,10726,000011550,824
3070297501,6850,000007674,824
1007647501,17902,000018725,823
3047927502,4673,000005494,821
1017257503,4720,000005541,821
3021017506,5567,000006387,820
3055937513,9680,000010500,820
3022667506,7427,000008246,819
1005927501,27933,000028751,818
3020727503,3516,000004334,818
3004417501,5343,000006160,817
3011327501,5389,000006206,817
1006237501,36822,000037638,816
3010037503,1887,000002700,813
5028297501,71466,000072279,813
3069197501,5667,000006480,813
3030437503,7313,000008125,812
4013377502,21192,000022003,811
3068977502,4531,000005342,811
3065827501,4389,000005200,811
3065827502,4389,000005200,811
1019447502,46949,000047759,810
3055067501,5887,000006695,808
4008727502,18528,000019335,807
3010247501,3929,000004736,807
1018477505,5755,000006561,806
3072037501,8396,000009202,806
3027477501,7122,000007928,806
1005087504,4491,000005296,805
4018687502,2385,000003190,805
3087867503,9267,000010070,803
3010427503,4718,000005520,802
3087197501,11483,000012285,802
3067527502,7478,000008280,802
3010957501,4700,000005500,800
3018337501,5255,000006055,800
3011577501,14752,000015552,800
3010637502,3818,000004618,800
3065997501,4723,000005520,797
1014307501,261701,000262496,795
3007927501,6645,000007440,795
1018917501,5786,000006579,793
3027547501,4708,000005500,792
1002387503,21182,000021973,791
3061077501,12652,000013443,791
3011047507,4568,000005356,788
3028287501,5761,000006548,787
4051377502,78714,000079500,786
3063007501,14145,000014930,785
3022057504,3282,000004066,784
1003847505,8702,000009486,784
4050377503,4900,000005683,783
3056117502,6587,000007370,783
1019607501,2545,000003328,783
3021607501,1940,000002720,780
1005087502,69802,000070582,780
1006237502,4082,000004861,779
3019967502,4560,000005339,779
1004927501,44612,000045391,779
3009897502,4866,000005644,778
3021317502,11119,000011897,778
3026577501,4853,000005630,777
1020637501,4881,000005657,776
4028757501,11924,000012700,776
3074697501,16340,000017115,775
3021917501,5646,000006419,773
3003267502,6312,000007085,773
3054407505,6405,000007177,772
3054477503,7102,000007874,772
3002367501,8457,000009227,770
3064247501,8475,000009242,767
3001807502,87898,000088664,766
1004827503,10822,000011588,766
3074607501,14572,000015337,765
3010837502,4810,000005575,765
1016287502,9284,000010046,762
3020727504,4223,000004984,761
3018377502,3000,000003760,760
3056637505,2960,000003720,760
1008497501,22805,000023565,760
3022377508,6037,000006796,759
5019947501,86108,000086866,758
4052817501,57296,000058052,756
3024207502,4545,000005300,755
3019667507,4452,000005206,754
3019667506,4452,000005206,754
3019667505,4452,000005206,754
3074377501,2894,000003648,754
3056557504,6340,000007094,754
3056557503,6376,000007130,754
3010827501,9333,000010084,751
1005167501,15204,000015955,751
1011297501,7292,000008042,750
3056717504,6457,000007205,748
4050377502,4936,000005683,747
3010307502,6059,000006803,744
3027817501,7135,000007878,743
3055937507,4132,000004875,743
3019607501,37312,000038053,741
3009307501,3974,000004714,740
3065077501,5010,000005750,740
3088047502,6052,000006788,736
3009537501,4064,000004800,736
3054717505,10081,000010816,735
1010257501,141350,000142081,731
3064397501,13384,000014115,731
3023927502,5457,000006187,730
3010847501,167912,000168641,729
1018157501,4231,000004960,729
3010477503,5742,000006471,729
3054937503,4942,000005670,728
3014297506,6273,000007000,727
1019287501,5515,000006241,726
3027737501,6029,000006754,725
3024057503,7486,000008210,724
3064467504,7286,000008008,722
1003917501,7595,000008317,722
3054937501,5028,000005750,722
3054937502,5028,000005750,722
1019297501,14160,000014882,722
1001727503,12586,000013307,721
4012987501,10406,000011126,720
3055927501,4155,000004875,720
3070957501,10134,000010853,719
3088047501,5002,000005720,718
3011507503,3928,000004646,718
1005907501,10270,000010987,717
3070247501,5000,000005716,716
3018177501,9235,000009950,715
1005287501,49579,000050292,713
3024577501,5173,000005886,713
3019807503,4106,000004818,712
3031667501,5426,000006136,710
1012507501,5176,000005885,709
1020617501,3110,000003819,709
3054357501,7336,000008045,709
3068487501,7319,000008028,709
3010437502,4374,000005081,707
1001797502,11289,000011995,706
1020507502,2913,000003619,706
1018387502,47796,000048500,704
3003767501,4888,000005591,703
4019037501,5020,000005723,703
3021297503,14117,000014820,703
1013747501,304595,000305297,702
4000767501,5109,000005811,702
1008747503,12158,000012860,702
3031577501,10211,000010913,702
4024737501,4906,000005607,701
1013917501,9336,000010035,699
4041297501,6953,000007651,698
1004517501,2948,000003646,698
4018397501,11135,000011832,697
1013887502,4640,000005336,696
1019047503,4223,000004919,696
3055027504,6065,000006760,695
3055027505,6065,000006760,695
1003107501,4607,000005300,693
3009497504,4047,000004740,693
3009547502,4990,000005681,691
3022267504,3408,000004098,690
3056247501,3110,000003800,690
3019677501,3810,000004500,690
3011327504,5267,000005956,689
4019517501,14792,000015480,688
1005307507,20621,000021309,688
3007577503,6813,000007500,687
3063827501,10530,000011215,685
3053967505,3578,000004263,685
3011587503,6004,000006689,685
1007717501,4158,000004840,682
3019667501,4544,000005225,681
1016777502,8721,000009400,679
3003667503,4946,000005625,679
1011997501,6315,000006993,678
3051047501,17216,000017892,676
3020277501,5377,000006053,676
3001957502,4225,000004900,675
3056857503,5625,000006300,675
3049337501,5355,000006028,673
3003917502,3928,000004600,672
3056357507,8452,000009124,672
3054987501,4873,000005544,671
3056287511,4872,000005542,670
3056567505,11775,000012443,668
1013977505,175623,000176290,667
1001447504,16184,000016851,667
3010687501,3800,000004466,666
3053827504,4140,000004800,660
3009987505,5340,000006000,660
1020427503,3168,000003827,659
3056297502,4061,000004720,659
3056297501,4061,000004720,659
3054497501,6761,000007420,659
4050507501,26375,000027033,658
3056487504,3870,000004527,657
3011507501,5956,000006612,656
5070557502,153912,000154568,656
3065807502,11468,000012124,656
1019437504,5652,000006307,655
3010637503,6956,000007611,655
3022417501,8265,000008920,655
3010907501,3930,000004585,655
3064177502,7278,000007932,654
1008947503,55408,000056062,654
3061277501,6776,000007428,652
3055927503,3257,000003909,652
3019777502,4071,000004723,652
3024077502,6716,000007368,652
3012247502,2890,000003540,650
3009347506,4150,000004800,650
4030987501,17213,000017863,650
1005457503,107106,000107754,648
3022247503,11908,000012556,648
3053827503,4856,000005504,648
3021577502,2926,000003574,648
3056347505,4413,000005060,647
3011527502,7671,000008316,645
1007407501,75271,000075916,645
3054307503,4973,000005615,642
1017187502,4635,000005276,641
3008717501,4361,000005000,639
3059137501,9394,000010032,638
3020727501,5652,000006290,638
3086637502,4143,000004780,637
3063267501,8373,000009009,636
3003217501,36339,000036973,634
3054617501,4167,000004800,633
3022417516,6369,000007000,631
3054427501,5401,000006032,631
3010977504,6421,000007052,631
4034237501,4193,000004822,629
3017367501,12196,000012825,629
3009657502,5298,000005925,627
3011627502,4213,000004840,627
3056357508,9571,000010198,627
3056357501,3507,000004133,626
1017507501,4774,000005400,626
3011047501,8213,000008838,625
3054807502,5285,000005908,623
3023377501,12947,000013570,623
3032807502,17089,000017709,620
3053797501,3380,000004000,620
3039777501,12606,000013226,620
3009327507,4510,000005129,619
1004647501,17431,000018050,619
3057047501,5682,000006300,618
3025047501,8966,000009583,617
3022987501,27702,000028319,617
3023327501,276562,000277178,616
3057657502,12384,000013000,616
1002737502,10236,000010852,616
3011037501,11185,000011800,615
1004817501,2678,000003293,615
3002157501,5127,000005741,614
3064957502,5427,000006041,614
3013887501,11338,000011952,614
1001807504,14486,000015100,614
3064957501,5427,000006041,614
4000407502,9922,000010535,613
1004817502,79440,000080052,612
3055987501,3938,000004550,612
3054917502,7263,000007875,612
1020417505,3165,000003776,611
3009857502,5022,000005630,608
1006087503,3705,000004312,607
1004347502,12038,000012645,607
1005777502,233409,000234015,606
3018557501,3127,000003732,605
3022237504,6595,000007200,605
1007427502,2597,000003202,605
3003487502,4716,000005320,604
3054807503,5028,000005632,604
3020447501,10128,000010732,604
3087867502,5918,000006521,603
3027587503,8020,000008623,603
1007907503,12885,000013485,600
3056417502,4422,000005022,600
1004157501,7345,000007945,600
3071227501,13500,000014100,600
1008927504,6629,000007228,599
1002367501,39814,000040413,599
3063257501,9015,000009614,599
3010857506,3268,000003866,598
3001887501,3066,000003664,598
1007547501,3495,000004092,597
1013977501,3634,000004229,595
3034137501,4891,000005486,595
3028577504,10440,000011035,595
3025407501,6183,000006778,595
3009467504,3447,000004039,592
3018887501,3873,000004465,592
3019897501,2748,000003340,592
3012767501,22128,000022720,592
1000977504,17111,000017700,589
