bbl,lotarea,lotareaprev,lotarea18v21,lotfront,lotfrontprev,lotfront18v21,lotdepth,lotdepthprev,lotdepth18v21,bldgfront,bldgfrontprev,bldgfront18v21,bldgdepth,bldgdepthprev,bldgdepth18v21,builtfar
3021477503,5230,5230,5230,64.3300000000,0.00,64.3300000000,96.0000000000,0.00,96.0000000000,64.0000000000,0.00,64.0000000000,82.0000000000,0.00,82.0000000000,4.42
3021477504,1259,1259,1259,10.4000000000,0.00,10.4000000000,60.0000000000,0.00,60.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.05
3021477506,6600,6600,6600,0.150000000000,0.00,0.150000000000,0.00000000000,0.00,0.00000000000,72.0000000000,0.00,72.0000000000,90.0000000000,0.00,90.0000000000,3.84
3021477507,1800,1800,1800,24.0000000000,0.00,24.0000000000,75.0000000000,0.00,75.0000000000,24.0000000000,0.00,24.0000000000,59.0000000000,0.00,59.0000000000,3.20
3021487501,4416,4416,4416,29.9000000000,0.00,29.9000000000,148.500000000,0.00,148.500000000,21.0000000000,0.00,21.0000000000,79.6000000000,0.00,79.6000000000,1.81
3021527501,5426,5426,5426,58.0000000000,0.00,58.0000000000,93.5000000000,0.00,93.5000000000,58.0000000000,0.00,58.0000000000,93.5000000000,0.00,93.5000000000,3.76
3021527502,1720,1720,1720,0.0300000000000,0.00,0.0300000000000,0.00000000000,0.00,0.00000000000,23.8300000000,0.00,23.8300000000,53.4200000000,0.00,53.4200000000,3.07
3021537501,2257,2257,2257,25.0000000000,0.00,25.0000000000,86.0000000000,0.00,86.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.54
3021537502,2293,2293,2293,27.4000000000,0.00,27.4000000000,86.0000000000,0.00,86.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.52
3021537503,2469,2469,2469,25.0000000000,0.00,25.0000000000,94.6000000000,0.00,94.6000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.47
3021537504,2760,2760,2760,25.0000000000,0.00,25.0000000000,111.520000000,0.00,111.520000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.13
3021537505,1615,1615,1615,26.4200000000,0.00,26.4200000000,68.7500000000,0.00,68.7500000000,26.4200000000,0.00,26.4200000000,68.7500000000,0.00,68.7500000000,4.50
3021577501,3500,3500,3500,44.0000000000,0.00,44.0000000000,75.2500000000,0.00,75.2500000000,44.0000000000,0.00,44.0000000000,75.2500000000,0.00,75.2500000000,3.78
3021577502,1952,1952,1952,19.6200000000,0.00,19.6200000000,99.5000000000,0.00,99.5000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.50
3021607501,1335,1335,1335,20.0000000000,0.00,20.0000000000,66.7500000000,0.00,66.7500000000,20.0000000000,0.00,20.0000000000,34.0000000000,0.00,34.0000000000,1.45
3021607502,2675,2675,2675,40.0800000000,0.00,40.0800000000,66.7500000000,0.00,66.7500000000,20.0000000000,0.00,20.0000000000,60.0000000000,0.00,60.0000000000,3.57
3021657501,18454,18454,18454,215.940000000,0.00,215.940000000,110.690000000,0.00,110.690000000,60.0000000000,0.00,60.0000000000,100.000000000,0.00,100.000000000,4.61
3021657502,8600,8600,8600,86.0000000000,0.00,86.0000000000,100.000000000,0.00,100.000000000,86.0000000000,0.00,86.0000000000,100.000000000,0.00,100.000000000,10.76
3021657503,8064,8064,8064,96.0000000000,0.00,96.0000000000,84.0000000000,0.00,84.0000000000,96.0000000000,0.00,96.0000000000,84.0000000000,0.00,84.0000000000,8.40
3021667501,290160,0,290160,550.000000000,0.00,550.000000000,528.000000000,0.00,528.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.29
3021687501,290160,0,290160,550.000000000,0.00,550.000000000,528.000000000,0.00,528.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.49
3021687502,1200,1200,1200,20.0000000000,0.00,20.0000000000,60.0000000000,0.00,60.0000000000,19.8300000000,0.00,19.8300000000,51.5000000000,0.00,51.5000000000,23.11
3021687503,2060,2060,2060,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,35.0000000000,0.00,35.0000000000,90.0000000000,0.00,90.0000000000,4.89
3021697501,3856,3856,3856,27.9000000000,0.00,27.9000000000,160.000000000,0.00,160.000000000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,1.99
3021697502,3099,3099,3099,35.0000000000,0.00,35.0000000000,96.3300000000,0.00,96.3300000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.81
3021697503,3785,3785,3785,19.8000000000,0.00,19.8000000000,175.000000000,0.00,175.000000000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,1.80
3021697504,3939,3939,3939,27.8000000000,0.00,27.8000000000,140.800000000,0.00,140.800000000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,1.74
3021697505,2656,2656,2656,25.8800000000,0.00,25.8800000000,121.420000000,0.00,121.420000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.00
3021697506,3641,3641,3641,22.9200000000,0.00,22.9200000000,156.000000000,0.00,156.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.76
3021697507,1887,1887,1887,20.0000000000,0.00,20.0000000000,110.330000000,0.00,110.330000000,21.2100000000,0.00,21.2100000000,75.4500000000,0.00,75.4500000000,2.11
3021697508,6034,6034,6034,116.420000000,0.00,116.420000000,116.420000000,0.00,116.420000000,101.000000000,0.00,101.000000000,50.0000000000,0.00,50.0000000000,5.49
3021717501,290160,0,290160,550.000000000,0.00,550.000000000,528.000000000,0.00,528.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.21
3021737501,6100,6100,6100,61.0000000000,0.00,61.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.59
3021737502,10600,10600,10600,100.000000000,0.00,100.000000000,106.000000000,0.00,106.000000000,47.6700000000,0.00,47.6700000000,70.0000000000,0.00,70.0000000000,0.99
3021737503,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.91
3021737504,3600,3600,3600,60.0000000000,0.00,60.0000000000,60.0000000000,0.00,60.0000000000,60.0000000000,0.00,60.0000000000,47.0000000000,0.00,47.0000000000,4.13
3021737505,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,40.0000000000,0.00,40.0000000000,4.22
3021737506,2500,2500,2500,0.0500000000000,0.00,0.0500000000000,0.00000000000,0.00,0.00000000000,25.0000000000,0.00,25.0000000000,81.6700000000,0.00,81.6700000000,3.08
3021757501,290160,0,290160,550.000000000,0.00,550.000000000,528.000000000,0.00,528.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.18
3021757502,5670,5670,5670,54.4200000000,0.00,54.4200000000,105.000000000,0.00,105.000000000,25.0000000000,0.00,25.0000000000,66.0000000000,0.00,66.0000000000,2.13
3021787501,1823,1823,1823,20.8300000000,0.00,20.8300000000,87.5000000000,0.00,87.5000000000,20.8300000000,0.00,20.8300000000,83.4200000000,0.00,83.4200000000,3.82
3021807501,290160,0,290160,550.000000000,0.00,550.000000000,528.000000000,0.00,528.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.18
3021827501,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,5.72
3021827502,1600,1600,1600,20.0000000000,0.00,20.0000000000,80.0000000000,0.00,80.0000000000,20.0000000000,0.00,20.0000000000,79.3400000000,0.00,79.3400000000,2.81
3021837501,3570,3570,3570,69.0800000000,0.00,69.0800000000,80.0000000000,0.00,80.0000000000,69.0800000000,0.00,69.0800000000,80.0000000000,0.00,80.0000000000,4.99
3021837502,3735,3735,3735,50.0000000000,0.00,50.0000000000,58.0000000000,0.00,58.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.95
3021857501,3350,3350,3350,33.5000000000,0.00,33.5000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,71.0000000000,0.00,71.0000000000,1.88
3021857502,3350,3350,3350,33.5000000000,0.00,33.5000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,71.0000000000,0.00,71.0000000000,1.79
3021867501,62200,62200,62200,1.42000000000,0.00,1.42000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.53
3021867502,9296,9296,9296,58.6700000000,0.00,58.6700000000,120.000000000,0.00,120.000000000,52.0000000000,0.00,52.0000000000,89.0000000000,0.00,89.0000000000,2.45
3021877501,2200,2200,2200,22.0000000000,0.00,22.0000000000,100.000000000,0.00,100.000000000,22.0000000000,0.00,22.0000000000,53.9200000000,0.00,53.9200000000,3.12
3021877502,2200,2200,2200,22.0000000000,0.00,22.0000000000,100.000000000,0.00,100.000000000,22.0000000000,0.00,22.0000000000,91.0000000000,0.00,91.0000000000,2.93
3021877503,2200,2200,2200,22.0000000000,0.00,22.0000000000,100.000000000,0.00,100.000000000,22.0000000000,0.00,22.0000000000,56.0000000000,0.00,56.0000000000,2.31
3021887501,3343,3343,3343,131.500000000,0.00,131.500000000,57.1000000000,0.00,57.1000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.89
3021887502,3435,3435,3435,49.1000000000,0.00,49.1000000000,82.0000000000,0.00,82.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.92
3021887503,3472,3472,3472,40.3300000000,0.00,40.3300000000,99.9200000000,0.00,99.9200000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,5.31
3021917501,3350,3350,3350,33.5000000000,0.00,33.5000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,71.0000000000,0.00,71.0000000000,1.69
3021947501,2200,2200,2200,22.0000000000,0.00,22.0000000000,100.000000000,0.00,100.000000000,22.0000000000,0.00,22.0000000000,45.0000000000,0.00,45.0000000000,2.54
3021997501,3710,3710,3710,60.4000000000,0.00,60.4000000000,122.830000000,0.00,122.830000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.56
3022007501,3600,3600,3600,40.0000000000,0.00,40.0000000000,90.0000000000,0.00,90.0000000000,40.0000000000,0.00,40.0000000000,81.0000000000,0.00,81.0000000000,5.26
3022007502,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.43
3022007503,3883,3883,3883,38.8300000000,0.00,38.8300000000,100.000000000,0.00,100.000000000,38.8300000000,0.00,38.8300000000,59.1700000000,0.00,59.1700000000,2.24
3022017501,1305,1305,1305,0.0200000000000,0.00,0.0200000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.75
3022017502,6000,6000,6000,60.0000000000,0.00,60.0000000000,100.000000000,0.00,100.000000000,60.0000000000,0.00,60.0000000000,87.5000000000,0.00,87.5000000000,3.96
3022047501,4005,4005,4005,121.880000000,0.00,121.880000000,65.7200000000,0.00,65.7200000000,57.6700000000,0.00,57.6700000000,47.5000000000,0.00,47.5000000000,2.27
3022047502,4800,4800,4800,75.0000000000,0.00,75.0000000000,100.000000000,0.00,100.000000000,75.0000000000,0.00,75.0000000000,100.000000000,0.00,100.000000000,5.79
3022057501,1950,1950,1950,19.5000000000,0.00,19.5000000000,100.000000000,0.00,100.000000000,19.5000000000,0.00,19.5000000000,45.0000000000,0.00,45.0000000000,1.80
3022057502,1500,1500,1500,20.0000000000,0.00,20.0000000000,75.0000000000,0.00,75.0000000000,20.0000000000,0.00,20.0000000000,46.0000000000,0.00,46.0000000000,1.76
3022057503,1743,1743,1743,0.0400000000000,0.00,0.0400000000000,0.00000000000,0.00,0.00000000000,20.5000000000,0.00,20.5000000000,85.0000000000,0.00,85.0000000000,2.90
3022057504,1500,1500,1500,20.0000000000,0.00,20.0000000000,75.0000000000,0.00,75.0000000000,2.00000000000,0.00,2.00000000000,43.0000000000,0.00,43.0000000000,2.19
3022077501,1950,1950,1950,19.5000000000,0.00,19.5000000000,100.000000000,0.00,100.000000000,19.5000000000,0.00,19.5000000000,39.5000000000,0.00,39.5000000000,1.44
3022077502,3280,3280,3280,36.0000000000,0.00,36.0000000000,100.000000000,0.00,100.000000000,19.5000000000,0.00,19.5000000000,65.0000000000,0.00,65.0000000000,1.39
3022107501,3948,3948,3948,0.0900000000000,0.00,0.0900000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.33
3022107502,3250,3250,3250,40.1000000000,0.00,40.1000000000,91.7400000000,0.00,91.7400000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.75
3022107503,2830,2830,2830,29.3700000000,0.00,29.3700000000,62.3700000000,0.00,62.3700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.96
3022107504,3325,3325,3325,61.0000000000,0.00,61.0000000000,71.0000000000,0.00,71.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.76
3022107505,4460,4460,4460,44.6000000000,0.00,44.6000000000,100.000000000,0.00,100.000000000,44.5000000000,0.00,44.5000000000,90.0000000000,0.00,90.0000000000,3.53
3022107506,3633,3633,3633,36.3300000000,0.00,36.3300000000,100.000000000,0.00,100.000000000,19.0000000000,0.00,19.0000000000,100.000000000,0.00,100.000000000,2.92
3022117502,1732,1732,1732,20.0000000000,0.00,20.0000000000,86.7000000000,0.00,86.7000000000,20.0000000000,0.00,20.0000000000,67.0000000000,0.00,67.0000000000,2.85
3022127501,1283,1283,1283,12.8300000000,0.00,12.8300000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,65.0000000000,0.00,65.0000000000,4.32
3022127502,2083,2083,2083,20.8300000000,0.00,20.8300000000,100.000000000,0.00,100.000000000,20.8300000000,0.00,20.8300000000,100.000000000,0.00,100.000000000,1.39
3022137501,2100,2100,2100,21.0000000000,0.00,21.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.67
3022137502,4000,4000,4000,40.0000000000,0.00,40.0000000000,100.000000000,0.00,100.000000000,40.0000000000,0.00,40.0000000000,62.1000000000,0.00,62.1000000000,1.29
3022177501,3000,3000,3000,30.0000000000,0.00,30.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.68
3022177502,2400,2400,2400,30.0000000000,0.00,30.0000000000,80.0000000000,0.00,80.0000000000,30.0000000000,0.00,30.0000000000,55.0000000000,0.00,55.0000000000,1.60
3022177503,1400,1400,1400,20.0000000000,0.00,20.0000000000,70.0000000000,0.00,70.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.84
3022187501,3675,3675,3675,45.0000000000,0.00,45.0000000000,81.6700000000,0.00,81.6700000000,45.0000000000,0.00,45.0000000000,80.0000000000,0.00,80.0000000000,4.11
3022187502,2067,2067,2067,20.6700000000,0.00,20.6700000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.80
3022187503,1307,1307,1307,16.0000000000,0.00,16.0000000000,81.6700000000,0.00,81.6700000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.03
3022187504,2033,2033,2033,20.3300000000,0.00,20.3300000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.43
3022197501,4033,4033,4033,40.3300000000,0.00,40.3300000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.27
3022197502,3200,3200,3200,32.0000000000,0.00,32.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.09
3022207501,2525,2525,2525,25.2500000000,0.00,25.2500000000,100.000000000,0.00,100.000000000,25.1700000000,0.00,25.1700000000,60.0000000000,0.00,60.0000000000,1.72
3022207502,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,63.0000000000,0.00,63.0000000000,1.72
3022217501,1600,1600,1600,20.0000000000,0.00,20.0000000000,80.0000000000,0.00,80.0000000000,20.0000000000,0.00,20.0000000000,41.2500000000,0.00,41.2500000000,3.55
3022217502,3200,3200,3200,40.0000000000,0.00,40.0000000000,80.0000000000,0.00,80.0000000000,0.00,0.00,40.0000000000,0.00,0.00,80.0000000000,3.94
3022237501,3696,3696,3696,33.6000000000,0.00,33.6000000000,110.000000000,0.00,110.000000000,25.0000000000,0.00,25.0000000000,72.0000000000,0.00,72.0000000000,1.23
3022237502,4112,4112,4112,41.1200000000,0.00,41.1200000000,100.000000000,0.00,100.000000000,41.4600000000,0.00,41.4600000000,65.0000000000,0.00,65.0000000000,3.60
3022237503,4146,4146,4146,41.4600000000,0.00,41.4600000000,100.000000000,0.00,100.000000000,41.4600000000,0.00,41.4600000000,65.0000000000,0.00,65.0000000000,3.10
3022237504,3337,3337,3337,67.1000000000,0.00,67.1000000000,123.540000000,0.00,123.540000000,25.0000000000,0.00,25.0000000000,72.0000000000,0.00,72.0000000000,1.98
3022237505,2508,2508,2508,33.0000000000,0.00,33.0000000000,76.0000000000,0.00,76.0000000000,25.0000000000,0.00,25.0000000000,72.0000000000,0.00,72.0000000000,2.76
3022237506,3630,3630,3630,33.5000000000,0.00,33.5000000000,110.000000000,0.00,110.000000000,25.0000000000,0.00,25.0000000000,72.0000000000,0.00,72.0000000000,1.25
3022247501,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,35.0000000000,0.00,35.0000000000,1.40
3022247502,6160,6160,6160,61.5000000000,0.00,61.5000000000,100.000000000,0.00,100.000000000,53.5000000000,0.00,53.5000000000,80.0000000000,0.00,80.0000000000,3.71
3022247503,2900,2900,2900,29.0000000000,0.00,29.0000000000,100.000000000,0.00,100.000000000,29.0000000000,0.00,29.0000000000,80.0000000000,0.00,80.0000000000,4.11
3022247504,6950,6950,6950,69.6000000000,0.00,69.6000000000,100.000000000,0.00,100.000000000,53.6000000000,0.00,53.6000000000,80.0000000000,0.00,80.0000000000,3.27
3022247505,9000,9000,9000,90.0000000000,0.00,90.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.73
3022247506,9000,9000,9000,100.000000000,0.00,100.000000000,90.0000000000,0.00,90.0000000000,100.000000000,0.00,100.000000000,90.0000000000,0.00,90.0000000000,3.19
3022257501,2590,2590,2590,26.0000000000,0.00,26.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.33
3022257502,2800,2800,2800,28.0000000000,0.00,28.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.51
3022257503,2470,2470,2470,226.000000000,0.00,226.000000000,95.0000000000,0.00,95.0000000000,26.0000000000,0.00,26.0000000000,77.0000000000,0.00,77.0000000000,3.24
3022267501,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.68
3022267502,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,19.0000000000,0.00,19.0000000000,49.0000000000,0.00,49.0000000000,1.32
3022267503,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,61.0000000000,0.00,61.0000000000,2.26
3022267504,1900,1900,1900,19.0000000000,0.00,19.0000000000,100.000000000,0.00,100.000000000,19.0000000000,0.00,19.0000000000,40.0000000000,0.00,40.0000000000,1.79
3022267505,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,40.0000000000,0.00,40.0000000000,1.85
3022267506,1900,1900,1900,19.0000000000,0.00,19.0000000000,100.000000000,0.00,100.000000000,19.0000000000,0.00,19.0000000000,67.0000000000,0.00,67.0000000000,3.26
3022307501,6156,6156,6156,57.0000000000,0.00,57.0000000000,108.000000000,0.00,108.000000000,57.0000000000,0.00,57.0000000000,70.0000000000,0.00,70.0000000000,3.00
3022307502,3791,3791,3791,64.9300000000,0.00,64.9300000000,81.9700000000,0.00,81.9700000000,65.0000000000,0.00,65.0000000000,67.0000000000,0.00,67.0000000000,3.17
3022307503,2805,2805,2805,21.5000000000,0.00,21.5000000000,100.000000000,0.00,100.000000000,29.0000000000,0.00,29.0000000000,89.9200000000,0.00,89.9200000000,3.85
3022307504,3579,3579,3579,40.9200000000,0.00,40.9200000000,78.4600000000,0.00,78.4600000000,40.0000000000,0.00,40.0000000000,83.6300000000,0.00,83.6300000000,5.56
3022307505,7300,7300,7300,73.0000000000,0.00,73.0000000000,100.000000000,0.00,100.000000000,57.0000000000,0.00,57.0000000000,96.6600000000,0.00,96.6600000000,3.77
3022307506,3000,3000,3000,30.0000000000,0.00,30.0000000000,100.000000000,0.00,100.000000000,27.5800000000,0.00,27.5800000000,100.000000000,0.00,100.000000000,3.21
3022307507,8549,8549,8549,102.450000000,0.00,102.450000000,83.3500000000,0.00,83.3500000000,90.0000000000,0.00,90.0000000000,45.0000000000,0.00,45.0000000000,2.87
3022317501,3335,3335,3335,40.0000000000,0.00,40.0000000000,85.0000000000,0.00,85.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.57
3022317502,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.69
3022317503,1733,1733,1733,17.3300000000,0.00,17.3300000000,100.000000000,0.00,100.000000000,17.3300000000,0.00,17.3300000000,80.0000000000,0.00,80.0000000000,2.33
3022317504,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.99
3022317505,3428,3428,3428,42.9200000000,0.00,42.9200000000,85.0000000000,0.00,85.0000000000,42.9400000000,0.00,42.9400000000,40.0000000000,0.00,40.0000000000,1.98
3022317506,1721,1721,1721,17.2000000000,0.00,17.2000000000,100.000000000,0.00,100.000000000,17.2000000000,0.00,17.2000000000,71.0000000000,0.00,71.0000000000,1.93
3022327501,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,70.0000000000,0.00,70.0000000000,2.64
3022327502,3600,3600,3600,36.0000000000,0.00,36.0000000000,100.000000000,0.00,100.000000000,36.0000000000,0.00,36.0000000000,70.5000000000,0.00,70.5000000000,2.13
3022327503,1850,1850,1850,18.5000000000,0.00,18.5000000000,100.000000000,0.00,100.000000000,18.5000000000,0.00,18.5000000000,45.0000000000,0.00,45.0000000000,3.10
3022327504,2000,2000,2000,20.0000000000,0.00,20.0000000000,100.000000000,0.00,100.000000000,20.0000000000,0.00,20.0000000000,60.0000000000,0.00,60.0000000000,3.45
3022347501,25338,25338,25338,266.790000000,0.00,266.790000000,189.950000000,0.00,189.950000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,0.29
3022347502,7400,7400,7400,74.0000000000,0.00,74.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.32
3022347503,2900,2900,2900,29.0000000000,0.00,29.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.52
3022347504,4130,4130,4130,28.0000000000,0.00,28.0000000000,163.360000000,0.00,163.360000000,28.0000000000,0.00,28.0000000000,100.000000000,0.00,100.000000000,2.39
3022347505,4404,4404,4404,88.1700000000,0.00,88.1700000000,133.240000000,0.00,133.240000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.78
3022347506,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,60.0000000000,0.00,60.0000000000,2.86
3022357501,2134,2134,2134,26.6700000000,0.00,26.6700000000,80.0000000000,0.00,80.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.58
3022357502,2134,2134,2134,26.6700000000,0.00,26.6700000000,80.0000000000,0.00,80.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.57
3022357503,1600,1600,1600,20.0000000000,0.00,20.0000000000,80.0000000000,0.00,80.0000000000,20.0000000000,0.00,20.0000000000,60.0000000000,0.00,60.0000000000,3.96
3022357504,5340,5340,5340,54.0000000000,0.00,54.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.87
3022357505,4190,4190,4190,46.0000000000,0.00,46.0000000000,85.0000000000,0.00,85.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.86
3022357506,5020,5020,5020,46.0000000000,0.00,46.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.09
3022357507,5500,5500,5500,46.0000000000,0.00,46.0000000000,123.000000000,0.00,123.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.84
3022357508,4267,4267,4267,53.3300000000,0.00,53.3300000000,80.0000000000,0.00,80.0000000000,53.3300000000,0.00,53.3300000000,55.0000000000,0.00,55.0000000000,5.05
3022357509,5781,5781,5781,54.0000000000,0.00,54.0000000000,123.000000000,0.00,123.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.96
3022357510,4245,4245,4245,53.9200000000,0.00,53.9200000000,84.6000000000,0.00,84.6000000000,43.0000000000,0.00,43.0000000000,90.0000000000,0.00,90.0000000000,5.08
3022357511,6600,6600,6600,31.1700000000,0.00,31.1700000000,100.000000000,0.00,100.000000000,37.0000000000,0.00,37.0000000000,100.000000000,0.00,100.000000000,2.79
3022357512,5407,5407,5407,0.120000000000,0.00,0.120000000000,0.00000000000,0.00,0.00000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,3.72
3022357513,4573,4573,4573,45.5000000000,0.00,45.5000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,4.27
3022367501,1875,1875,1875,25.0000000000,0.00,25.0000000000,75.0000000000,0.00,75.0000000000,25.0000000000,0.00,25.0000000000,70.0000000000,0.00,70.0000000000,3.18
3022367502,2000,2000,2000,25.0000000000,0.00,25.0000000000,80.0000000000,0.00,80.0000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,2.23
3022367503,1875,1875,1875,25.0000000000,0.00,25.0000000000,75.0000000000,0.00,75.0000000000,25.0000000000,0.00,25.0000000000,70.0000000000,0.00,70.0000000000,3.21
3022377501,2500,2500,2500,25.0000000000,0.00,25.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,60.0000000000,0.00,60.0000000000,2.21
3022377502,3300,3300,3300,33.0000000000,0.00,33.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,70.0000000000,0.00,70.0000000000,2.15
3022377503,3300,3300,3300,33.0000000000,0.00,33.0000000000,100.000000000,0.00,100.000000000,25.0000000000,0.00,25.0000000000,70.0000000000,0.00,70.0000000000,1.75
3022377504,3300,3300,3300,33.0000000000,0.00,33.0000000000,100.000000000,0.00,100.000000000,0.00,0.00,0.00000000000,0.00,0.00,0.00000000000,1.81
