bbl,billingbbl,housenum_lo,street_name,count
3015920100,,333,HART STREET,1
3015930039,0000000000,1046,BROADWAY,1
3016060029,0000000000,,KOSCIUSKO STREET,1
3016060059,0000000000,,LAFAYETTE AVENUE,1
3016060158,0000000000,,LAFAYETTE AVENUE,1
3016220056,0000000000,,LEXINGTON AVENUE,1
3016240135,0000000000,,LEXINGTON AVENUE,1
3016240143,0000000000,,LEWIS AVENUE,1
3016330001,0000000000,,QUINCY STREET,1
3016330052,0000000000,,GATES AVENUE,1
3016330154,0000000000,,GATES AVENUE,1
3016377501,,697,MONROE STREET,1
3016510161,0000000000,,JEFFERSON AVENUE,1
3016550033,0000000000,,JEFFERSON AVENUE,1
3016560077,0000000000,,HANCOCK STREET,1
3016570063,0000000000,683,HANCOCK STREET,1
3016580009,0000000000,764,JEFFERSON AVENUE,1
3016610046,0000000000,,MALCOLM X BOULEVARD,1
3016610145,0000000000,,MALCOLM X BOULEVARD,1
3016620061,0000000000,625,HALSEY STREET,1
3016620137,0000000000,706A,HANCOCK STREET,1
3016630105,0000000000,,PATCHEN AVENUE,1
3016640022,0000000000,,HALSEY STREET,1
3016781010,,449,DECATUR STREET,1
3016820032,0000000000,,DECATUR STREET,1
3016870140,0000000000,,BAINBRIDGE STREET,1
3016870141,0000000000,,BAINBRIDGE STREET,1
3016870142,0000000000,,MALCOLM X BOULEVARD,1
3016870144,0000000000,,BAINBRIDGE STREET,1
3016870155,0000000000,,CHAUNCEY STREET,1
3016870170,0000000000,,CHAUNCEY STREET,1
3016870173,0000000000,,CHAUNCEY STREET,1
3016870174,0000000000,,CHAUNCEY STREET,1
3016870175,0000000000,,CHAUNCEY STREET,1
3016870176,0000000000,,CHAUNCEY STREET,1
3016890001,0000000000,,LEWIS AVENUE,1
3016910067,0000000000,,MARION STREET,1
3016950075,0000000000,,FULTON STREET,1
3017030051,0000000000,835,HERKIMER STREET,1
3017040031,0000000000,1922,FULTON STREET,1
3017080065,0000000000,,HUNTERFLY PLACE,1
3017080074,0000000000,,HUNTERFLY PLACE,1
3017310030,0000000000,755,PARK AVENUE,1
3017360028,0000000000,110,SANDFORD STREET,1
3017360038,0000000000,725,MYRTLE AVENUE,1
3017360137,0000000000,725A,MYRTLE AVENUE,1
3017390040,0000000000,,TOMPKINS AVENUE,1
3017390041,0000000000,,TOMPKINS AVENUE,1
3017530038,0000000000,178,NOSTRAND AVENUE,1
3017530132,0000000000,,SANDFORD STREET,1
3017540029,0000000000,,MYRTLE AVENUE,1
3017550030,0000000000,,MYRTLE AVENUE,1
3017700041,0000000000,64,HART STREET,1
3017710123,0000000000,,HART STREET,1
3017780085,0000000000,,KOSCIUSKO STREET,1
3017780086,0000000000,,KOSCIUSZKO STREET,1
3017800133,,760,DEKALB AVENUE,1
3017830070,0000000000,,LAFAYETTE AVENUE,1
3017830071,0000000000,,LAFAYETTE AVENUE,1
3017890061,0000000000,,CLIFTON PLACE,1
3017910047,0000000000,,THROOP AVENUE,1
3017910048,0000000000,,THROOP AVENUE,1
3017910068,0000000000,39,VAN BUREN STREET,1
3017910069,0000000000,,VAN BUREN STREET,1
3017910070,0000000000,35,VAN BUREN STREET,1
3017910071,0000000000,33,VAN BUREN STREET,1
3017931101,,282,CLIFTON PLACE,1
3017931102,,282,CLIFTON PLACE,1
3017937502,,282,CLIFTON PLACE,1
3017970060,0000000000,344,NOSTRAND AVENUE,1
3017970061,0000000000,346,NOSTRAND AVENUE,1
3017970062,0000000000,348,NOSTRAND AVENUE,1
3018037501,,762,MARCY AVENUE,1
3018060069,0000000000,,QUINCY STREET,1
3018070062,0000000000,,GATES AVENUE,1
3018070063,0000000000,,GATES AVENUE,1
3018100065,0000000000,,GATES AVENUE,1
3018110070,,,GATES AVENUE,1
3018127504,,366,GATES AVENUE,1
3018150005,0000000000,,TOMPKINS AVENUE,1
3018200139,0000000000,408,MONROE STREET,1
3018270071,0000000000,,JEFFERSON AVENUE,1
3018280108,0000000000,,PUTNAM AVENUE,1
3018300135,0000000000,494A,PUTNAM AVENUE,1
3018307503,,464,PUTNAM AVENUE,1
3018320111,0000000000,,HANCOCK STREET,1
3018350105,0000000000,,HANCOCK STREET,1
3018360008,0000000000,,JEFFERSON AVENUE,1
3018390104,0000000000,,HANCOCK STREET,1
3018400083,0000000000,,HALSEY STREET,1
3018420042,0000000000,,ARLINGTON PLACE,1
3018490058,0000000000,,FULTON STREET,1
3018500001,0000000000,,VERONA PLACE,1
3018500031,0000000000,,MARCY AVENUE,1
3018520044,0000000000,,THROOP AVENUE,1
3018520149,0000000000,,MAC DONOUGH STREET,1
3018580036,0000000000,,FULTON STREET,1
3018600105,0000000000,,BEDFORD AVENUE,1
3018600166,0000000000,,HERKIMER STREET,1
3018720139,0000000000,,CLINTON AVENUE,1
3018790001,0000000000,,STEUBEN STREET,1
3018840169,0000000000,,KENT AVENUE,1
3018861011,,,BEDFORD AVENUE,1
3018870041,0000000000,,VANDERBILT AVENUE,1
3018870130,0000000000,,VANDERBILT AVENUE,1
3018870131,0000000000,,VANDERBILT AVENUE,1
3018870132,0000000000,,VANDERBILT AVENUE,1
3018930042,0000000000,,STEUBEN STREET,1
3018930043,0000000000,,STEUBEN STREET,1
3018950080,0000000000,,MYRTLE AVENUE,1
3018970030,0000000000,,PARK AVENUE,1
3019090044,0000000000,,CLASSON AVENUE,1
3019090045,0000000000,,CLASSON AVENUE,1
3019150013,0000000000,257,VANDERBILT AVENUE,1
3019180061,0000000000,,WASHINGTON AVENUE,1
3019190050,0000000000,189,WILLOUGHBY AVENUE,1
3019190100,0000000000,349,DEKALB AVENUE,1
3019330105,0000000000,,DE KALB AVENUE,1
3019410011,0000000000,275,FRANKLIN AVENUE,1
3019497503,,149,CLIFTON PLACE,1
3019560026,0000000000,,CARLTON AVENUE,1
3019660133,0000000000,,GREENE AVENUE,1
3019660139,0000000000,,GREENE AVENUE,1
3019660161,0000000000,,LEXINGTON AVENUE,1
3019680141,0000000000,,LEXINGTON AVENUE,1
3019680142,0000000000,,LEXINGTON AVENUE,1
3019690159,0000000000,,QUINCY STREET,1
3019740002,0000000000,387,FRANKLIN AVENUE,1
3019890125,0000000000,,MADISON STREET,1
3019910006,0000000000,1021,FULTON STREET,1
3019910106,0000000000,1019A,FULTON STREET,1
3019940102,0000000000,,CLASSON AVENUE,1
3020010001,,,FLATBUSH AVENUE,1
3020010050,0000000000,,ASHLAND PLACE,1
3020020090,0000000000,,FORT GREENE PLACE,1
3020060200,0000000000,,CUMBERLAND STREET,1
3020060205,0000000000,,CUMBERLAND STREET,1
3020090026,,810,FULTON STREET,1
3020130026,0000000000,,WASHINGTON AVENUE,1
3020150016,,994,FULTON STREET,1
3020150017,,996,FULTON STREET,1
3020150018,,998,FULTON STREET,1
3020150101,,,GRAND AVENUE,1
3020170063,0000000000,,BREVOORT PLACE,1
3020180166,0000000000,,ATLANTIC AVENUE,1
3020190148,0000000000,,CLASSON AVENUE,1
3020200120,0000000000,164A,LEFFERTS PLACE,1
3020230001,0000000000,652,KENT AVENUE,1
3020290060,0000000000,,PARK AVENUE,1
3020340134,0000000000,112,ST EDWARDS STREET,1
3020390071,0000000000,39,AUBURN PLACE,1
3020390081,0000000000,,AUBURN PLACE,1
3020460044,0000000000,,PARK AVENUE,1
3020460048,0000000000,,PARK AVENUE,1
3020850050,0000000000,426,DEKALB AVENUE,1
3020960034,0000000000,,ST FELIX STREET,1
3020960044,0000000000,,ST FELIX STREET,1
3021070015,,,FULTON STREET,1
3021070040,,,LAFAYETTE AVENUE,1
3021070041,,,LAFAYETTE AVENUE,1
3021130056,0000000000,,SOUTH ELLIOTT PLACE,1
3021210105,0000000000,,ADELPHI STREET,1
3021210128,0000000000,,CLERMONT AVENUE,1
3021340156,0000000000,,KENT AVENUE,1
3021360111,0000000000,,SOUTH 8 STREET,1
3021370003,,,BERRY STREET,1
3021450027,0000000000,65A,SOUTH 10 STREET,1
3021480050,0000000000,176R,SOUTH 9 STREET,1
3021750075,0000000000,88,TAYLOR STREET,1
3021770029,0000000000,,TAYLOR STREET,1
3021780012,0000000000,,ROEBLING STREET,1
3021780020,0000000000,,DIVISION AVENUE,1
3022030024,0000000000,,HEWES STREET,1
3022117501,,154,HEWES STREET,1
3022150050,0000000000,,KENT AVENUE,1
3022310016,0000000000,,HEYWARD STREET,1
3022310070,0000000000,,LYNCH STREET,1
3022320169,0000000000,,LYNCH STREET,1
3022490023,0000000000,,WALTON STREET,1
3022500042,0000000000,,WALLABOUT STREET,1
3022501201,,54,THROOP AVENUE,1
3022501202,,54,THROOP AVENUE,1
3022501203,,54,THROOP AVENUE,1
3022501204,,54,THROOP AVENUE,1
3022501205,,54,THROOP AVENUE,1
3022501206,,54,THROOP AVENUE,1
3022501207,,54,THROOP AVENUE,1
3022501208,,54,THROOP AVENUE,1
3022501209,,54,THROOP AVENUE,1
3022501210,,54,THROOP AVENUE,1
3022501211,,54,THROOP AVENUE,1
3022501212,,54,THROOP AVENUE,1
3022501213,,54,THROOP AVENUE,1
3022501214,,54,THROOP AVENUE,1
3022501215,,54,THROOP AVENUE,1
3022501216,,54,THROOP AVENUE,1
3022501217,,54,THROOP AVENUE,1
3022501218,,54,THROOP AVENUE,1
3022501219,,54,THROOP AVENUE,1
3022501220,,54,THROOP AVENUE,1
3022501221,,54,THROOP AVENUE,1
3022501222,,54,THROOP AVENUE,1
3022501223,,54,THROOP AVENUE,1
3022507503,,54,THROOP AVENUE,1
3022610030,0000000000,391,FLUSHING AVENUE,1
3022660010,0000000000,,HARRISON AVENUE,1
3022660019,,386,WALLABOUT STREET,1
3022660045,0000000000,,GERRY STREET,1
3022660052,0000000000,,GERRY STREET,1
3022707501,,89,BARTLETT STREET,1
3022720049,0000000000,,WHIPPLE STREET,1
3022720108,0000000000,,BARTLETT STREET,1
3022830025,0000000000,132,NORTH 13 STREET,1
3022830028,0000000000,120,NORTH 13 STREET,1
3022960012,0000000000,97,NORTH 10 STREET,1
3022960040,0000000000,79,NORTH 10 STREET,1
3023037503,,113,NORTH 9TH STREET,1
3023060022,0000000000,46,ROEBLING STREET,1
3023079001,0000000000,249,NORTH 10 STREET,1
3023130004,0000000000,210,NORTH 9 STREET,1
3023160057,0000000000,108,KENT AVENUE,1
3023240001,,,KENT AVENUE,1
3023240028,0000000000,52,NORTH 7 STREET,1
3023240040,0000000000,,NORTH 6 STREET,1
3023240060,0000000000,,NORTH 6 STREET,1
3023317502,,308,NORTH 7TH STREET,1
3023320031,0000000000,,NORTH 6 STREET,1
3023320032,0000000000,,NORTH 6 STREET,1
3023320033,0000000000,,NORTH 6 STREET,1
3023320034,0000000000,,NORTH 6 STREET,1
3023320035,0000000000,,NORTH 6 STREET,1
3023320040,0000000000,,NORTH 6 STREET,1
3023400009,0000000000,,NORTH 5 STREET,1
3023400010,0000000000,,NORTH 5 STREET,1
3023400011,0000000000,,KENT AVENUE,1
3023400012,0000000000,,KENT AVENUE,1
3023400013,0000000000,,KENT AVENUE,1
3023400014,0000000000,,NORTH 4 PLACE,1
3023550020,0000000000,,RIVER STREET,1
3023610020,0000000000,,METROPOLITAN AVENUE,1
3023610021,0000000000,,METROPOLITAN AVENUE,1
3023680027,0000000000,90,HAVEMEYER STREET,1
3023760005,0000000000,1,GRAND STREET,1
3023760050,0000000000,,WEST 1 STREET,1
3023800016,0000000000,,NORTH 1 STREET,1
3023840117,0000000000,,MARCY AVENUE,1
3023870113,0000000000,,HOPE STREET,1
3023960132,0000000000,,SOUTH 1 STREET,1
3024080030,0000000000,249,SOUTH 2 STREET,1
3024140003,0000000000,,KENT AVENUE,1
3024150119,0000000000,,SOUTH 2 STREET,1
3024380007,0000000000,366,SOUTH 3 STREET,1
3024440127,0000000000,,DRIGGS AVENUE,1
3024460057,0000000000,,DRIGGS AVENUE,1
3024460058,0000000000,,DRIGGS AVENUE,1
3024460059,0000000000,,DRIGGS AVENUE,1
3024460060,0000000000,,DRIGGS AVENUE,1
3024460061,0000000000,,DRIGGS AVENUE,1
3024460062,0000000000,,DRIGGS AVENUE,1
3024520029,0000000000,,SOUTH 5 STREET,1
3024530020,0000000000,,SOUTH 5 STREET,1
3024550031,0000000000,63,SOUTH 6 STREET,1
3024600127,0000000000,295,BROADWAY,1
3024650105,0000000000,,SOUTH 5 STREET,1
3024670010,0000000000,380,KENT AVENUE,1
3024720003,0000000000,,WEST STREET,1
3024720010,0000000000,,WEST STREET,1
3024720020,0000000000,,WEST STREET,1
3024720021,0000000000,,WEST STREET,1
3024720025,0000000000,,WEST STREET,1
3024720030,0000000000,,WEST STREET,1
3024720035,0000000000,,WEST STREET,1
3024720045,0000000000,,COMMERCIAL STREET,1
3024720055,0000000000,,COMMERCIAL STREET,1
3024720080,0000000000,,COMMERCIAL STREET,1
3024720090,0000000000,,COMMERCIAL STREET,1
3024720200,0000000000,,COMMERCIAL STREET,1
3024720475,0000000000,,COMMERCIAL STREET,1
3024780006,0000000000,,COMMERCIAL STREET,1
3024870032,0000000000,,CLAY STREET,1
3024870033,0000000000,,CLAY STREET,1
3024940005,0000000000,,EAGLE STREET,1
3024940010,0000000000,,DUPONT STREET,1
3025020001,0000000000,,WEST STREET,1
3025020002,0000000000,,WEST STREET,1
3025170450,0000000000,447,GREENPOINT AVENUE,1
3025200100,0000000000,,EAST RIVER,1
3025300001,,,INDIA STREET,1
3025300008,0000000000,143,INDIA STREET,1
3025300020,0000000000,,WEST STREET,1
3025320012,,,HURON STREET,1
3025430051,,,JAVA STREET,1
3025500085,0000000000,,KENT STREET,1
3025630028,0000000000,128,GREENPOINT AVENUE,1
3025640025,0000000000,,NOBLE STREET,1
3025767501,,211,MCGUINNESS BOULEVARD,1
3025820001,0000000000,,HUMBOLDT STREET,1
3025900101,0000000000,,FRANKLIN STREET,1
3025920040,0000000000,15,MESEROLE AVENUE,1
3026070084,0000000000,260,NORTH HENRY STREET,1
3026120143,0000000000,,KINGSLAND AVENUE,1
3026240006,0000000000,,DIAMOND STREET,1
3026290024,0000000000,,NORTH HENRY STREET,1
3026530040,0000000000,,JEWELL STREET,1
3026620028,0000000000,79,BRIDGEWATER STREET,1
3026910147,,,MEEKER AVENUE,1
3026917502,,282A,NASSAU AVENUE,1
3027200012,0000000000,,NEWTON STREET,1
3027220015,0000000000,,BAYARD STREET,1
3027240033,0000000000,,MEEKER AVENUE,1
3027320031,0000000000,,FROST STREET,1
3027320040,0000000000,60A,LORIMER STREET,1
3027340038,0000000000,,FROST STREET,1
3027340050,0000000000,,FROST STREET,1
3027370035,0000000000,,MEEKER AVENUE,1
3027380017,0000000000,,FROST STREET,1
3027420004,0000000000,,MEEKER AVENUE,1
3027420005,0000000000,,MEEKER AVENUE,1
3027480123,0000000000,,MANHATTAN AVENUE,1
3027550115,0000000000,,SKILLMAN AVENUE,1
3027567503,,34,CONSELYEA STREET,1
3027610064,0000000000,,DEVOE STREET,1
3027620040,0000000000,,DEVOE STREET,1
3027630129,0000000000,,DEVOE STREET,1
3027700016,0000000000,,DEVOE STREET,1
3027880011,,686,GRAND STREET,1
3027970034,0000000000,,TOWNSEND STREET,1
3027970040,0000000000,,TOWNSEND STREET,1
3027970114,0000000000,,MEEKER AVENUE,1
3027990025,0000000000,,SCOTT AVENUE,1
3028010010,0000000000,,TOWNSEND STREET,1
3028010030,0000000000,,THOMAS STREET,1
3028010032,0000000000,,THOMAS STREET,1
3028020032,0000000000,,THOMAS STREET,1
3028030014,0000000000,,THOMAS STREET,1
3028050001,0000000000,,PORTER AVENUE,1
3028060001,0000000000,,VARICK AVENUE,1
3028060018,0000000000,36,THOMAS STREET,1
3028070025,0000000000,,GARDNER AVENUE,1
3028070075,0000000000,,STEWART AVENUE,1
3028130015,0000000000,,CHERRY STREET,1
3028130025,0000000000,,CHERRY STREET,1
3028130035,0000000000,,CHERRY STREET,1
3028130050,0000000000,,CHERRY STREET,1
3028130055,0000000000,,CHERRY STREET,1
3028130065,0000000000,,CHERRY STREET,1
3028150001,0000000000,512,GARDNER AVENUE,1
3028270012,0000000000,,MEEKER AVENUE,1
3028310024,0000000000,,RICHARDSON STREET,1
3028380001,,,VARICK AVENUE,1
3028570075,0000000000,,FROST STREET,1
3028780029,0000000000,399,JACKSON STREET,1
3029090106,0000000000,340,MORGAN AVENUE,1
3029140016,0000000000,1075,METROPOLITAN AVENUE,1
3029187501,,976,METROPOLITAN AVENUE,1
3029230006,0000000000,,POWERS STREET,1
3029270310,0000000000,,REWE STREET,1
3029300005,0000000000,,GRAND STREET,1
3029420157,0000000000,,MORGAN AVENUE,1
3029420160,0000000000,186,MORGAN AVENUE,1
3029420201,0000000000,180,MORGAN AVENUE,1
3029420207,0000000000,,MORGAN AVENUE,1
3029420220,0000000000,,MORGAN AVENUE,1
3029430001,0000000000,217,VARICK AVENUE,1
3029430025,0000000000,,METROPOLITAN AVENUE,1
3029480035,0000000000,,GRAND STREET,1
3029500020,0000000000,,MEADOW STREET,1
3029500044,0000000000,,TEN EYCK STREET,1
3029570023,0000000000,204,MEADOW STREET,1
3029620011,0000000000,175,VARICK AVENUE,1
3029640014,0000000000,496,STAGG STREET,1
3029640020,0000000000,549,MESEROLE STREET,1
3029660003,0000000000,,SCOTT AVENUE,1
3029660110,0000000000,,METROPOLITAN AVENUE,1
3029670050,0000000000,,MESEROLE STREET,1
3029740200,0000000000,,MORGAN AVENUE,1
3029760043,0000000000,,STEWART AVENUE,1
3029770035,0000000000,,GARDNER AVENUE,1
3029780041,0000000000,113A,SCOTT AVENUE,1
3029790024,0000000000,,SENECA AVENUE,1
3029790075,0000000000,281,RANDOLPH STREET,1
3029940001,0000000000,526,JOHNSON AVENUE,1
3029960015,0000000000,,JOHNSON AVENUE,1
3029960016,0000000000,,JOHNSON AVENUE,1
3030080020,0000000000,84,KNICKERBOCKER AVENUE,1
3030220116,0000000000,,TEN EYCK STREET,1
3030310118,0000000000,,LORIMER STREET,1
3030500007,0000000000,,MESEROLE STREET,1
3030560070,0000000000,,BUSHWICK PLACE,1
3030630111,0000000000,218,MONTROSE AVENUE,1
3030730133,0000000000,,JOHNSON AVENUE,1
3030760022,0000000000,,BOERUM STREET,1
3030760040,0000000000,,BROADWAY,1
3030760118,0000000000,,BOERUM STREET,1
3030801001,,130,GRAHAM AVENUE,1
3030801002,,130,GRAHAM AVENUE,1
3030807501,,130,GRAHAM AVENUE,1
3030810035,0000000000,,BOERUM STREET,1
3031010136,0000000000,,MOORE STREET,1
3031090030,0000000000,,MOORE STREET,1
3031090053,0000000000,,VARET STREET,1
3031240003,0000000000,,COOK STREET,1
3031240004,0000000000,,COOK STREET,1
3031240005,0000000000,,COOK STREET,1
3031240006,0000000000,,COOK STREET,1
3031400050,0000000000,,STANWIX STREET,1
3031400101,0000000000,,EVERGREEN AVENUE,1
3031400150,,,STANWIX STREET,1
3031430011,0000000000,932,EVERGREEN AVENUE,1
3031430050,0000000000,,CENTRAL AVENUE,1
3031507501,,41,MELROSE STREET,1
3031510100,0000000000,527,BUSHWICK AVENUE,1
3031520100,0000000000,,NOLL STREET,1
3031600123,0000000000,,MELROSE STREET,1
3031700117,0000000000,1163,MYRTLE AVENUE,1
3031740027,0000000000,264A,JEFFERSON STREET,1
3031780018,0000000000,,SCOTT AVENUE,1
3031830016,0000000000,30,TROUTMAN STREET,1
3031880070,0000000000,,STARR STREET,1
3031880117,0000000000,,TROUTMAN STREET,1
3031950001,0000000000,675,BUSHWICK AVENUE,1
3032040147,0000000000,,SUYDAM STREET,1
3032210122,0000000000,366,SUYDAM STREET,1
3032220012,0000000000,,SUYDAM STREET,1
3032340060,0000000000,,DE KALB AVENUE,1
3032650044,0000000000,,CENTRAL AVENUE,1
3032710050,0000000000,,HIMROD STREET,1
3032930033,0000000000,,GOODWIN PLACE,1
3032930118,0000000000,,GOODWIN PLACE,1
3032940031,0000000000,,BUSHWICK AVENUE,1
3033000116,0000000000,,GREENE AVENUE,1
3033070101,,311,WILSON AVENUE,1
3033080032,0000000000,,MENAHAN STREET,1
3033130030,0000000000,,BUSHWICK AVENUE,1
3033160103,0000000000,327,WILSON AVENUE,1
3033240040,0000000000,,LINDEN STREET,1
3033340050,0000000000,1393,GATES AVENUE,1
3033457501,,1552,MYRTLE AVENUE,1
3033500141,0000000000,,WOODBINE STREET,1
3033660024,0000000000,,MADISON STREET,1
3033670032,,544,EVERGREEN AVENUE,1
3033681101,,1229,PUTNAM AVENUE,1
3033681102,,1229,PUTNAM AVENUE,1
3033681103,,1229,PUTNAM AVENUE,1
3033681104,,1229,PUTNAM AVENUE,1
3033681105,,1229,PUTNAM AVENUE,1
3033681106,,1229,PUTNAM AVENUE,1
3033681107,,1229,PUTNAM AVENUE,1
3033681108,,1229,PUTNAM AVENUE,1
3033681109,,1229,PUTNAM AVENUE,1
3033681110,,1229,PUTNAM AVENUE,1
3033681111,,1229,PUTNAM AVENUE,1
3033681112,,1229,PUTNAM AVENUE,1
3033681113,,1229,PUTNAM AVENUE,1
3033681114,,1229,PUTNAM AVENUE,1
3033681115,,1229,PUTNAM AVENUE,1
3033681116,,1229,PUTNAM AVENUE,1
3033681117,,1229,PUTNAM AVENUE,1
3033681118,,1229,PUTNAM AVENUE,1
3033681119,,1229,PUTNAM AVENUE,1
3033681120,,1229,PUTNAM AVENUE,1
3033681121,,1229,PUTNAM AVENUE,1
3033681122,,1229,PUTNAM AVENUE,1
3033681123,,1229,PUTNAM AVENUE,1
3033681124,,1229,PUTNAM AVENUE,1
3033681125,,1229,PUTNAM AVENUE,1
3033681126,,1229,PUTNAM AVENUE,1
3033681127,,1229,PUTNAM AVENUE,1
3033681128,,1229,PUTNAM AVENUE,1
3033681129,,1229,PUTNAM AVENUE,1
3033687502,,1229,PUTNAM AVENUE,1
3033977501,,219,WEIRFIELD STREET,1
3034130100,0000000000,,HALSEY STREET,1
3034140028,0000000000,,ELDERT STREET,1
3034140030,0000000000,,ELDERT STREET,1
3034140034,0000000000,,ELDERT STREET,1
3034197501,,301,COVERT STREET,1
3034200045,0000000000,27,SCHAEFER STREET,1
3034200046,0000000000,25,SCHAEFER STREET,1
3034200047,0000000000,,SCHAEFER STREET,1
3034200048,0000000000,21,SCHAEFER STREET,1
3034230059,0000000000,,SCHAEFER STREET,1
3034260003,0000000000,1687,BROADWAY,1
3034260004,0000000000,1685,BROADWAY,1
3034470017,0000000000,194A,MOFFAT STREET,1
3034470060,0000000000,,MOFFAT STREET,1
3034470100,0000000000,,MOFFAT STREET,1
3034480001,0000000000,,WILSON AVENUE,1
3034480155,0000000000,312A,MOFFAT STREET,1
3034510041,0000000000,,PILLING STREET,1
3034520035,0000000000,,CENTRAL AVENUE,1
3034570039,0000000000,,EVERGREEN AVENUE,1
3034580001,0000000000,,EVERGREEN AVENUE,1
3034580031,0000000000,,PILLING STREET,1
3034580038,0000000000,,CENTRAL AVENUE,1
3034620029,0000000000,,GRANITE STREET,1
3034660146,0000000000,,ABERDEEN STREET,1
3034670017,0000000000,,ABERDEEN STREET,1
3034720040,0000000000,,COOK COURT,1
3034720064,0000000000,,STEWART STREET,1
3034740021,0000000000,,STEWART STREET,1
3034750049,0000000000,,BUSHWICK AVENUE,1
3034750053,0000000000,,BUSHWICK AVENUE,1
3034750055,0000000000,,GRANITE STREET,1
3034750060,0000000000,,CENTRAL AVENUE,1
3034750062,0000000000,,CENTRAL AVENUE,1
3034750100,0000000000,,BUSHWICK AVENUE,1
3034760001,0000000000,,CONWAY STREET,1
3034940004,0000000000,,STRAUSS STREET,1
3034980059,0000000000,,PITKIN AVENUE,1
3035130095,0000000000,,PITKIN AVENUE,1
3035140037,,1518,PITKIN AVENUE,1
3035190045,0000000000,98,BRISTOL STREET,1
3035310145,0000000000,,BLAKE AVENUE,1
3035440125,0000000000,553,ROCKAWAY AVENUE,1
3035520120,0000000000,,WILLOUGHBY STREET,1
3035600030,0000000000,,ROCKAWAY AVENUE,1
3035650001,0000000000,,EAST 98 STREET,1
3035670009,0000000000,,GRAFTON STREET,1
3035850030,0000000000,,LIVONIA AVENUE,1
3035850031,0000000000,,LIVONIA AVENUE,1
3035850032,0000000000,,LIVONIA AVENUE,1
3035850129,0000000000,,LIVONIA AVENUE,1
3035850130,0000000000,,LIVONIA AVENUE,1
3035850131,0000000000,,LIVONIA AVENUE,1
3035860044,0000000000,,HOPKINSON AVENUE,1
3035880032,0000000000,,LIVONIA AVENUE,1
3035880033,0000000000,,LIVONIA AVENUE,1
3035880034,0000000000,,LIVONIA AVENUE,1
3035880035,0000000000,,LIVONIA AVENUE,1
3035990030,0000000000,,HOPKINSON AVENUE,1
3036000037,0000000000,440,BRISTOL STREET,1
3036000136,0000000000,438,BRISTOL STREET,1
3036030045,0000000000,412,THATFORD AVENUE,1
3036200002,0000000000,,HEGEMAN AVENUE,1
3036200052,0000000000,,HERZL STREET,1
3036200075,0000000000,,HERZL STREET,1
3036200101,0000000000,,HEGEMAN AVENUE,1
3036310021,0000000000,,OSBORN STREET,1
3036440001,0000000000,,ROCKAWAY AVENUE,1
3036440117,0000000000,,ROCKAWAY AVENUE,1
3036440230,0000000000,,ROCKAWAY AVENUE,1
3036500021,0000000000,,ROCKAWAY AVENUE,1
3036640029,0000000000,,MILLER AVENUE,1
3036650009,0000000000,,EAST NEW YORK AVENUE,1
3036700016,0000000000,49,PENNSYLVANIA AVENUE,1
3036700017,0000000000,47,PENNSYLVANIA AVENUE,1
3036770024,0000000000,16,POWELL STREET,1
3036790035,0000000000,,VAN SINDEREN AVENUE,1
3036790036,0000000000,,VAN SINDEREN AVENUE,1
3036800029,0000000000,1762,EAST NEW YORK AVENUE,1
3036800129,0000000000,1764,EAST NEW YORK AVENUE,1
3036820014,0000000000,,HINSDALE STREET,1
3036830055,0000000000,279,LIBERTY AVENUE,1
3036940221,0000000000,,POWELL STREET,1
3036950005,0000000000,,POWELL STREET,1
3037020025,0000000000,,SHEFFIELD AVENUE,1
3037020035,0000000000,,GLENMORE AVENUE,1
3037430035,0000000000,,SUTTER AVENUE,1
3037470025,0000000000,,BELMONT AVENUE,1
3037470054,0000000000,,SUTTER AVENUE,1
3037490027,0000000000,,HINSDALE STREET,1
3037490028,0000000000,,HINSDALE STREET,1
3037490029,,,HINSDALE STREET,1
3037490031,0000000000,,SUTTER AVENUE,1
3037490032,0000000000,,SUTTER AVENUE,1
3037490033,0000000000,,SUTTER AVENUE,1
3037490034,0000000000,,SUTTER AVENUE,1
3037490035,0000000000,,SNEDIKER AVENUE,1
3037490036,0000000000,,SNEDIKER AVENUE,1
3037590022,0000000000,494,BELMONT AVENUE,1
3037770002,0000000000,,DUMONT AVENUE,1
3037980034,0000000000,,VAN SINDEREN AVENUE,1
3038040002,0000000000,,GEORGIA AVENUE,1
3038060068,0000000000,,NEW JERSEY AVENUE,1
3038150030,0000000000,,LIVONIA AVENUE,1
3038150034,0000000000,,VAN SINDEREN AVENUE,1
3038380005,0000000000,,GEORGIA AVENUE,1
3038490030,0000000000,,NEWPORT STREET,1
3038500016,0000000000,,VAN SINDEREN AVENUE,1
3038640002,0000000000,,LINDEN BOULEVARD,1
3038640007,0000000000,,JUNIUS STREET,1
3038640008,0000000000,,JUNIUS STREET,1
3038640009,0000000000,,JUNIUS STREET,1
3038640015,0000000000,635,JUNIUS STREET,1
3038640016,0000000000,641,JUNIUS STREET,1
3038640018,0000000000,,JUNIUS STREET,1
3038640051,0000000000,,LINDEN BOULEVARD,1
3038710007,0000000000,,AVENUE D,1
3038710050,0000000000,800,VAN SINDEREN AVENUE,1
3038710051,0000000000,,LINDEN BOULEVARD,1
3038720075,0000000000,,LINDEN BOULEVARD,1
3038740018,0000000000,,,1
3038800051,0000000000,,VAN SINDEREN AVENUE,1
3038840254,0000000000,,INTERBOROUGH PARKWAY,1
